cos,usr_click_nums,same_cos_nums,±»÷µ,,,,,,,,,,,,,
0.020265,18,21,0.857142857,,,,,,,,,,,,,
0.020278,4,8,0.5,,,,,,,,,,,,,
0.020286,32,28,1.142857143,,,,,,,,,,,,,
0.020294,8,7,1.142857143,,,,,,,,,,,,,
0.020307,20,21,0.952380952,,,,,,,,,,,,,
0.020311,0,1,0,,,,,,,,,,,,,
0.020328,31,37,0.837837838,,,,,,,,,,,,,
0.020345,4,4,1,,,,,,,,,,,,,
0.020349,27,28,0.964285714,,,,,,,,,,,,,
0.020362,5,4,1.25,,,,,,,,,,,,,
0.02037,37,40,0.925,,,,,,,,,,,,,
0.020378,2,5,0.4,,,,,,,,,,,,,
0.020391,19,23,0.826086957,,,,,,,,,,,,,
0.020395,2,2,1,,,,,,,,,,,,,
0.020412,38,45,0.844444444,,,,,,,,,,,,,
0.020429,10,11,0.909090909,,,,,,,,,,,,,
0.020434,15,17,0.882352941,,,,,,,,,,,,,
0.020447,10,10,1,,,,,,,,,,,,,
0.020455,20,25,0.8,,,,,,,,,,,,,
0.020464,8,12,0.666666667,,,,,,,,,,,,,
0.020477,35,40,0.875,,,,,,,,,,,,,
0.020481,7,8,0.875,,,,,,,,,,,,,
0.020498,34,42,0.80952381,,,,,,,,,,,,,
0.020515,8,9,0.888888889,,,,,,,,,,,,,
0.02052,39,44,0.886363636,,,,,,,,,,,,,
0.020533,2,6,0.333333333,,,,,,,,,,,,,
0.020541,60,75,0.8,,,,,,,,,,,,,
0.02055,12,11,1.090909091,,,,,,,,,,,,,
0.020563,37,42,0.880952381,,,,,,,,,,,,,
0.020567,6,6,1,,,,,,,,,,,,,
0.020585,27,27,1,,,,,,,,,,,,,
0.020602,1,2,0.5,,,,,,,,,,,,,
0.020607,25,28,0.892857143,,,,,,,,,,,,,
0.02062,3,3,1,,,,,,,,,,,,,
0.020628,41,42,0.976190476,,,,,,,,,,,,,
0.020637,5,4,1.25,,,,,,,,,,,,,
0.02065,50,49,1.020408163,,,,,,,,,,,,,
0.020655,5,7,0.714285714,,,,,,,,,,,,,
0.020672,32,37,0.864864865,,,,,,,,,,,,,
0.02069,3,7,0.428571429,,,,,,,,,,,,,
0.020695,26,24,1.083333333,,,,,,,,,,,,,
0.020708,5,4,1.25,,,,,,,,,,,,,
0.020717,22,26,0.846153846,,,,,,,,,,,,,
0.020726,9,12,0.75,,,,,,,,,,,,,
0.020739,32,35,0.914285714,,,,,,,,,,,,,
0.020743,8,7,1.142857143,,,,,,,,,,,,,
0.020761,76,77,0.987012987,,,,,,,,,,,,,
0.020779,6,11,0.545454545,,,,,,,,,,,,,
0.020784,36,36,1,,,,,,,,,,,,,
0.020797,15,8,1.875,,,,,,,,,,,,,
0.020806,33,33,1,,,,,,,,,,,,,
0.020815,18,16,1.125,,,,,,,,,,,,,
0.020829,47,43,1.093023256,,,,,,,,,,,,,
0.020833,16,16,1,,,,,,,,,,,,,
0.020851,33,38,0.868421053,,,,,,,,,,,,,
0.02087,0,4,0,,,,,,,,,,,,,
0.020874,44,49,0.897959184,,,,,,,,,,,,,
0.020888,5,7,0.714285714,,,,,,,,,,,,,
0.020897,25,35,0.714285714,,,,,,,,,,,,,
0.020906,23,24,0.958333333,,,,,,,,,,,,,
0.02092,55,61,0.901639344,,,,,,,,,,,,,
0.020924,5,10,0.5,,,,,,,,,,,,,
0.020943,35,46,0.760869565,,,,,,,,,,,,,
0.020961,9,14,0.642857143,,,,,,,,,,,,,
0.020966,23,23,1,,,,,,,,,,,,,
0.02098,8,12,0.666666667,,,,,,,,,,,,,
0.020989,54,59,0.915254237,,,,,,,,,,,,,
0.020998,17,16,1.0625,,,,,,,,,,,,,
0.021012,43,55,0.781818182,,,,,,,,,,,,,
0.021017,15,14,1.071428571,,,,,,,,,,,,,
0.021035,74,78,0.948717949,,,,,,,,,,,,,
0.021054,14,18,0.777777778,,,,,,,,,,,,,
0.021058,30,33,0.909090909,,,,,,,,,,,,,
0.021072,7,8,0.875,,,,,,,,,,,,,
0.021082,39,46,0.847826087,,,,,,,,,,,,,
0.021091,9,8,1.125,,,,,,,,,,,,,
0.021105,67,68,0.985294118,,,,,,,,,,,,,
0.02111,11,15,0.733333333,,,,,,,,,,,,,
0.021129,56,58,0.965517241,,,,,,,,,,,,,
0.021148,6,11,0.545454545,,,,,,,,,,,,,
0.021152,44,51,0.862745098,,,,,,,,,,,,,
0.021167,13,13,1,,,,,,,,,,,,,
0.021176,36,33,1.090909091,,,,,,,,,,,,,
0.021186,18,14,1.285714286,,,,,,,,,,,,,
0.0212,77,73,1.054794521,,,,,,,,,,,,,
0.021205,11,11,1,,,,,,,,,,,,,
0.021224,108,98,1.102040816,,,,,,,,,,,,,
0.021243,7,9,0.777777778,,,,,,,,,,,,,
0.021248,50,57,0.877192982,,,,,,,,,,,,,
0.021262,16,16,1,,,,,,,,,,,,,
0.021272,56,56,1,,,,,,,,,,,,,
0.021281,11,15,0.733333333,,,,,,,,,,,,,
0.021296,63,67,0.940298507,,,,,,,,,,,,,
0.021301,14,15,0.933333333,,,,,,,,,,,,,
0.02132,35,39,0.897435897,,,,,,,,,,,,,
0.021339,6,6,1,,,,,,,,,,,,,
0.021344,47,49,0.959183673,,,,,,,,,,,,,
0.021359,13,13,1,,,,,,,,,,,,,
0.021369,39,39,1,,,,,,,,,,,,,
0.021378,6,5,1.2,,,,,,,,,,,,,
0.021393,63,53,1.188679245,,,,,,,,,,,,,
0.021398,5,6,0.833333333,,,,,,,,,,,,,
0.021418,49,59,0.830508475,,,,,,,,,,,,,
0.021437,11,10,1.1,,,,,,,,,,,,,
0.021442,30,38,0.789473684,,,,,,,,,,,,,
0.021457,18,16,1.125,,,,,,,,,,,,,
0.021467,48,49,0.979591837,,,,,,,,,,,,,
0.021477,24,28,0.857142857,,,,,,,,,,,,,
0.021492,58,62,0.935483871,,,,,,,,,,,,,
0.021497,10,12,0.833333333,,,,,,,,,,,,,
0.021517,94,107,0.878504673,,,,,,,,,,,,,
0.021537,14,19,0.736842105,,,,,,,,,,,,,
0.021542,76,83,0.915662651,,,,,,,,,,,,,
0.021557,9,11,0.818181818,,,,,,,,,,,,,
0.021567,68,64,1.0625,,,,,,,,,,,,,
0.021577,9,11,0.818181818,,,,,,,,,,,,,
0.021592,54,58,0.931034483,,,,,,,,,,,,,
0.021597,30,31,0.967741935,,,,,,,,,,,,,
0.021617,119,121,0.983471074,,,,,,,,,,,,,
0.021636,1,1,1,,,,,,,,,,,,,
0.021637,10,14,0.714285714,,,,,,,,,,,,,
0.021642,55,68,0.808823529,,,,,,,,,,,,,
0.021657,30,34,0.882352941,,,,,,,,,,,,,
0.021668,58,64,0.90625,,,,,,,,,,,,,
0.021678,15,16,0.9375,,,,,,,,,,,,,
0.021693,79,70,1.128571429,,,,,,,,,,,,,
0.021698,26,24,1.083333333,,,,,,,,,,,,,
0.021719,63,74,0.851351351,,,,,,,,,,,,,
0.021739,10,8,1.25,,,,,,,,,,,,,
0.021744,66,63,1.047619048,,,,,,,,,,,,,
0.02176,13,16,0.8125,,,,,,,,,,,,,
0.02177,56,57,0.98245614,,,,,,,,,,,,,
0.02178,13,16,0.8125,,,,,,,,,,,,,
0.021796,88,88,1,,,,,,,,,,,,,
0.021801,11,12,0.916666667,,,,,,,,,,,,,
0.021822,67,68,0.985294118,,,,,,,,,,,,,
0.021843,19,23,0.826086957,,,,,,,,,,,,,
0.021848,54,63,0.857142857,,,,,,,,,,,,,
0.021863,11,11,1,,,,,,,,,,,,,
0.021874,103,109,0.944954128,,,,,,,,,,,,,
0.021884,17,16,1.0625,,,,,,,,,,,,,
0.0219,86,102,0.843137255,,,,,,,,,,,,,
0.021905,9,11,0.818181818,,,,,,,,,,,,,
0.021926,118,105,1.123809524,,,,,,,,,,,,,
0.021948,18,20,0.9,,,,,,,,,,,,,
0.021953,73,84,0.869047619,,,,,,,,,,,,,
0.021969,13,12,1.083333333,,,,,,,,,,,,,
0.021979,97,108,0.898148148,,,,,,,,,,,,,
0.02199,54,54,1,,,,,,,,,,,,,
0.022006,67,76,0.881578947,,,,,,,,,,,,,
0.022011,17,21,0.80952381,,,,,,,,,,,,,
0.022033,81,96,0.84375,,,,,,,,,,,,,
0.022054,14,18,0.777777778,,,,,,,,,,,,,
0.022059,45,51,0.882352941,,,,,,,,,,,,,
0.022076,28,30,0.933333333,,,,,,,,,,,,,
0.022086,57,63,0.904761905,,,,,,,,,,,,,
0.022097,32,34,0.941176471,,,,,,,,,,,,,
0.022113,71,69,1.028985507,,,,,,,,,,,,,
0.022119,13,14,0.928571429,,,,,,,,,,,,,
0.02214,111,108,1.027777778,,,,,,,,,,,,,
0.022162,12,10,1.2,,,,,,,,,,,,,
0.022168,93,102,0.911764706,,,,,,,,,,,,,
0.022184,10,13,0.769230769,,,,,,,,,,,,,
0.022195,74,82,0.902439024,,,,,,,,,,,,,
0.022206,19,22,0.863636364,,,,,,,,,,,,,
0.022222,83,96,0.864583333,,,,,,,,,,,,,
0.022228,4,8,0.5,,,,,,,,,,,,,
0.02225,135,144,0.9375,,,,,,,,,,,,,
0.022272,13,20,0.65,,,,,,,,,,,,,
0.022277,74,77,0.961038961,,,,,,,,,,,,,
0.022294,21,27,0.777777778,,,,,,,,,,,,,
0.022305,92,99,0.929292929,,,,,,,,,,,,,
0.022316,22,11,2,,,,,,,,,,,,,
0.022333,83,73,1.136986301,,,,,,,,,,,,,
0.022338,15,18,0.833333333,,,,,,,,,,,,,
0.022361,70,90,0.777777778,,,,,,,,,,,,,
0.022383,18,16,1.125,,,,,,,,,,,,,
0.022389,89,90,0.988888889,,,,,,,,,,,,,
0.022406,11,12,0.916666667,,,,,,,,,,,,,
0.022417,134,143,0.937062937,,,,,,,,,,,,,
0.022428,29,34,0.852941176,,,,,,,,,,,,,
0.022445,189,211,0.895734597,,,,,,,,,,,,,
0.022451,50,49,1.020408163,,,,,,,,,,,,,
0.022473,168,237,0.708860759,,,,,,,,,,,,,
0.022496,44,41,1.073170732,,,,,,,,,,,,,
0.022502,175,164,1.067073171,,,,,,,,,,,,,
0.022519,42,46,0.913043478,,,,,,,,,,,,,
0.02253,96,101,0.95049505,,,,,,,,,,,,,
0.022537,1,1,1,,,,,,,,,,,,,
0.022542,25,31,0.806451613,,,,,,,,,,,,,
0.022559,81,88,0.920454545,,,,,,,,,,,,,
0.022565,64,53,1.20754717,,,,,,,,,,,,,
0.022588,85,92,0.923913043,,,,,,,,,,,,,
0.022611,19,20,0.95,,,,,,,,,,,,,
0.022617,90,88,1.022727273,,,,,,,,,,,,,
0.022634,13,15,0.866666667,,,,,,,,,,,,,
0.022646,86,89,0.966292135,,,,,,,,,,,,,
0.022657,15,18,0.833333333,,,,,,,,,,,,,
0.022675,98,111,0.882882883,,,,,,,,,,,,,
0.02268,16,17,0.941176471,,,,,,,,,,,,,
0.022704,95,107,0.887850467,,,,,,,,,,,,,
0.022727,14,15,0.933333333,,,,,,,,,,,,,
0.022733,98,100,0.98,,,,,,,,,,,,,
0.022751,39,31,1.258064516,,,,,,,,,,,,,
0.022763,93,93,1,,,,,,,,,,,,,
0.022774,26,31,0.838709677,,,,,,,,,,,,,
0.022785,0,1,0,,,,,,,,,,,,,
0.022792,126,115,1.095652174,,,,,,,,,,,,,
0.022798,15,23,0.652173913,,,,,,,,,,,,,
0.022822,169,200,0.845,,,,,,,,,,,,,
0.022846,14,19,0.736842105,,,,,,,,,,,,,
0.022852,145,151,0.960264901,,,,,,,,,,,,,
0.022869,10,15,0.666666667,,,,,,,,,,,,,
0.022881,130,154,0.844155844,,,,,,,,,,,,,
0.022893,17,20,0.85,,,,,,,,,,,,,
0.022911,177,187,0.946524064,,,,,,,,,,,,,
0.022917,25,34,0.735294118,,,,,,,,,,,,,
0.022942,93,116,0.801724138,,,,,,,,,,,,,
0.022966,24,28,0.857142857,,,,,,,,,,,,,
0.022972,128,134,0.955223881,,,,,,,,,,,,,
0.022987,1,1,1,,,,,,,,,,,,,
0.02299,27,32,0.84375,,,,,,,,,,,,,
0.023002,109,121,0.900826446,,,,,,,,,,,,,
0.023014,27,32,0.84375,,,,,,,,,,,,,
0.023033,164,180,0.911111111,,,,,,,,,,,,,
0.023039,55,53,1.037735849,,,,,,,,,,,,,
0.023063,161,163,0.987730061,,,,,,,,,,,,,
0.023088,35,42,0.833333333,,,,,,,,,,,,,
0.023094,148,155,0.95483871,,,,,,,,,,,,,
0.023113,35,59,0.593220339,,,,,,,,,,,,,
0.023125,116,130,0.892307692,,,,,,,,,,,,,
0.023137,17,21,0.80952381,,,,,,,,,,,,,
0.02314,1,2,0.5,,,,,,,,,,,,,
0.023156,145,138,1.050724638,,,,,,,,,,,,,
0.023162,33,37,0.891891892,,,,,,,,,,,,,
0.023187,162,200,0.81,,,,,,,,,,,,,
0.023212,9,14,0.642857143,,,,,,,,,,,,,
0.023218,87,107,0.813084112,,,,,,,,,,,,,
0.023237,19,18,1.055555556,,,,,,,,,,,,,
0.02325,103,98,1.051020408,,,,,,,,,,,,,
0.023262,17,14,1.214285714,,,,,,,,,,,,,
0.023281,72,77,0.935064935,,,,,,,,,,,,,
0.023287,21,22,0.954545455,,,,,,,,,,,,,
0.023313,119,127,0.937007874,,,,,,,,,,,,,
0.023338,20,26,0.769230769,,,,,,,,,,,,,
0.023344,143,149,0.959731544,,,,,,,,,,,,,
0.023363,24,28,0.857142857,,,,,,,,,,,,,
0.023376,118,121,0.975206612,,,,,,,,,,,,,
0.023389,19,23,0.826086957,,,,,,,,,,,,,
0.023408,136,136,1,,,,,,,,,,,,,
0.023415,43,41,1.048780488,,,,,,,,,,,,,
0.02344,187,239,0.782426778,,,,,,,,,,,,,
0.023466,22,32,0.6875,,,,,,,,,,,,,
0.023473,291,327,0.889908257,,,,,,,,,,,,,
0.023492,34,34,1,,,,,,,,,,,,,
0.023505,155,153,1.013071895,,,,,,,,,,,,,
0.023518,33,29,1.137931034,,,,,,,,,,,,,
0.023538,121,134,0.902985075,,,,,,,,,,,,,
0.023544,34,42,0.80952381,,,,,,,,,,,,,
0.02357,134,144,0.930555556,,,,,,,,,,,,,
0.023596,25,21,1.19047619,,,,,,,,,,,,,
0.023603,112,123,0.910569106,,,,,,,,,,,,,
0.023623,18,26,0.692307692,,,,,,,,,,,,,
0.023636,141,151,0.933774834,,,,,,,,,,,,,
0.023649,28,29,0.965517241,,,,,,,,,,,,,
0.023669,169,166,1.018072289,,,,,,,,,,,,,
0.023676,48,49,0.979591837,,,,,,,,,,,,,
0.023689,1,1,1,,,,,,,,,,,,,
0.023702,185,201,0.92039801,,,,,,,,,,,,,
0.023729,25,23,1.086956522,,,,,,,,,,,,,
0.023736,168,162,1.037037037,,,,,,,,,,,,,
0.023756,21,19,1.105263158,,,,,,,,,,,,,
0.023769,189,196,0.964285714,,,,,,,,,,,,,
0.023783,24,28,0.857142857,,,,,,,,,,,,,
0.023803,275,311,0.884244373,,,,,,,,,,,,,
0.02381,22,25,0.88,,,,,,,,,,,,,
0.023837,213,218,0.97706422,,,,,,,,,,,,,
0.023864,46,41,1.12195122,,,,,,,,,,,,,
0.02387,118,126,0.936507937,,,,,,,,,,,,,
0.023891,21,19,1.105263158,,,,,,,,,,,,,
0.023905,105,121,0.867768595,,,,,,,,,,,,,
0.023918,38,42,0.904761905,,,,,,,,,,,,,
0.023939,194,207,0.937198068,,,,,,,,,,,,,
0.023946,26,31,0.838709677,,,,,,,,,,,,,
0.023973,188,182,1.032967033,,,,,,,,,,,,,
0.024001,36,37,0.972972973,,,,,,,,,,,,,
0.024008,152,159,0.955974843,,,,,,,,,,,,,
0.024028,27,25,1.08,,,,,,,,,,,,,
0.024042,174,164,1.06097561,,,,,,,,,,,,,
0.024056,31,35,0.885714286,,,,,,,,,,,,,
0.024077,199,200,0.995,,,,,,,,,,,,,
0.024084,38,38,1,,,,,,,,,,,,,
0.024112,256,258,0.992248062,,,,,,,,,,,,,
0.02414,13,20,0.65,,,,,,,,,,,,,
0.024147,166,161,1.031055901,,,,,,,,,,,,,
0.024168,32,34,0.941176471,,,,,,,,,,,,,
0.024183,137,146,0.938356164,,,,,,,,,,,,,
0.024197,25,23,1.086956522,,,,,,,,,,,,,
0.024218,136,135,1.007407407,,,,,,,,,,,,,
0.024225,12,17,0.705882353,,,,,,,,,,,,,
0.024254,125,141,0.886524823,,,,,,,,,,,,,
0.024282,22,21,1.047619048,,,,,,,,,,,,,
0.024289,126,124,1.016129032,,,,,,,,,,,,,
0.024311,31,24,1.291666667,,,,,,,,,,,,,
0.024325,169,170,0.994117647,,,,,,,,,,,,,
0.02434,55,56,0.982142857,,,,,,,,,,,,,
0.024361,144,151,0.953642384,,,,,,,,,,,,,
0.024369,82,70,1.171428571,,,,,,,,,,,,,
0.024398,282,270,1.044444444,,,,,,,,,,,,,
0.024425,1,1,1,,,,,,,,,,,,,
0.024427,35,46,0.760869565,,,,,,,,,,,,,
0.024434,165,166,0.993975904,,,,,,,,,,,,,
0.024456,29,30,0.966666667,,,,,,,,,,,,,
0.02447,170,169,1.00591716,,,,,,,,,,,,,
0.024485,59,61,0.967213115,,,,,,,,,,,,,
0.024507,255,235,1.085106383,,,,,,,,,,,,,
0.024515,36,47,0.765957447,,,,,,,,,,,,,
0.024544,183,199,0.91959799,,,,,,,,,,,,,
0.024574,11,15,0.733333333,,,,,,,,,,,,,
0.024581,257,245,1.048979592,,,,,,,,,,,,,
0.024603,18,22,0.818181818,,,,,,,,,,,,,
0.024618,236,262,0.900763359,,,,,,,,,,,,,
0.024633,28,32,0.875,,,,,,,,,,,,,
0.024656,240,250,0.96,,,,,,,,,,,,,
0.024663,32,35,0.914285714,,,,,,,,,,,,,
0.024693,252,263,0.958174905,,,,,,,,,,,,,
0.024723,48,52,0.923076923,,,,,,,,,,,,,
0.024731,176,190,0.926315789,,,,,,,,,,,,,
0.024754,55,55,1,,,,,,,,,,,,,
0.024769,208,200,1.04,,,,,,,,,,,,,
0.024784,108,111,0.972972973,,,,,,,,,,,,,
0.024807,217,234,0.927350427,,,,,,,,,,,,,
0.024815,49,48,1.020833333,,,,,,,,,,,,,
0.024845,290,307,0.944625407,,,,,,,,,,,,,
0.024876,57,54,1.055555556,,,,,,,,,,,,,
0.024884,204,229,0.890829694,,,,,,,,,,,,,
0.024907,29,33,0.878787879,,,,,,,,,,,,,
0.024913,0,1,0,,,,,,,,,,,,,
0.024922,193,205,0.941463415,,,,,,,,,,,,,
0.024938,60,62,0.967741935,,,,,,,,,,,,,
0.024961,227,228,0.995614035,,,,,,,,,,,,,
0.024969,56,50,1.12,,,,,,,,,,,,,
0.025,290,267,1.086142322,,,,,,,,,,,,,
0.02501,2,1,2,,,,,,,,,,,,,
0.025031,43,50,0.86,,,,,,,,,,,,,
0.025039,218,221,0.986425339,,,,,,,,,,,,,
0.025063,34,41,0.829268293,,,,,,,,,,,,,
0.025078,206,216,0.953703704,,,,,,,,,,,,,
0.025094,41,44,0.931818182,,,,,,,,,,,,,
0.025118,207,227,0.911894273,,,,,,,,,,,,,
0.025126,43,42,1.023809524,,,,,,,,,,,,,
0.025158,254,251,1.011952191,,,,,,,,,,,,,
0.02519,28,32,0.875,,,,,,,,,,,,,
0.025198,162,166,0.975903614,,,,,,,,,,,,,
0.025222,50,43,1.162790698,,,,,,,,,,,,,
0.025238,149,175,0.851428571,,,,,,,,,,,,,
0.025254,39,42,0.928571429,,,,,,,,,,,,,
0.025278,227,272,0.834558824,,,,,,,,,,,,,
0.025286,53,55,0.963636364,,,,,,,,,,,,,
0.025298,0,1,0,,,,,,,,,,,,,
0.025318,325,377,0.862068966,,,,,,,,,,,,,
0.025351,46,50,0.92,,,,,,,,,,,,,
0.025359,255,271,0.94095941,,,,,,,,,,,,,
0.025384,41,47,0.872340426,,,,,,,,,,,,,
0.0254,296,312,0.948717949,,,,,,,,,,,,,
0.025416,44,47,0.936170213,,,,,,,,,,,,,
0.025441,286,297,0.962962963,,,,,,,,,,,,,
0.025449,51,50,1.02,,,,,,,,,,,,,
0.025482,339,356,0.952247191,,,,,,,,,,,,,
0.025516,42,46,0.913043478,,,,,,,,,,,,,
0.025524,237,253,0.936758893,,,,,,,,,,,,,
0.025549,57,64,0.890625,,,,,,,,,,,,,
0.025555,1,1,1,,,,,,,,,,,,,
0.025565,234,246,0.951219512,,,,,,,,,,,,,
0.025582,40,48,0.833333333,,,,,,,,,,,,,
0.025607,299,306,0.977124183,,,,,,,,,,,,,
0.025616,60,73,0.821917808,,,,,,,,,,,,,
0.025649,346,342,1.011695906,,,,,,,,,,,,,
0.025683,70,64,1.09375,,,,,,,,,,,,,
0.025692,263,260,1.011538462,,,,,,,,,,,,,
0.025717,44,56,0.785714286,,,,,,,,,,,,,
0.025724,2,2,1,,,,,,,,,,,,,
0.025734,271,288,0.940972222,,,,,,,,,,,,,
0.025751,69,74,0.932432432,,,,,,,,,,,,,
0.025777,340,332,1.024096386,,,,,,,,,,,,,
0.025786,43,52,0.826923077,,,,,,,,,,,,,
0.02582,305,302,1.009933775,,,,,,,,,,,,,
0.025854,39,44,0.886363636,,,,,,,,,,,,,
0.025863,295,305,0.967213115,,,,,,,,,,,,,
0.025889,52,48,1.083333333,,,,,,,,,,,,,
0.025906,398,459,0.867102397,,,,,,,,,,,,,
0.025924,56,73,0.767123288,,,,,,,,,,,,,
0.02595,311,329,0.945288754,,,,,,,,,,,,,
0.025959,43,48,0.895833333,,,,,,,,,,,,,
0.025994,415,408,1.017156863,,,,,,,,,,,,,
0.026029,64,76,0.842105263,,,,,,,,,,,,,
0.026038,312,308,1.012987013,,,,,,,,,,,,,
0.026064,67,82,0.817073171,,,,,,,,,,,,,
0.026082,262,261,1.003831418,,,,,,,,,,,,,
0.0261,52,58,0.896551724,,,,,,,,,,,,,
0.026126,282,293,0.962457338,,,,,,,,,,,,,
0.026135,75,85,0.882352941,,,,,,,,,,,,,
0.02616,1,1,1,,,,,,,,,,,,,
0.026171,439,457,0.960612691,,,,,,,,,,,,,
0.026207,65,78,0.833333333,,,,,,,,,,,,,
0.026216,398,368,1.081521739,,,,,,,,,,,,,
0.026243,71,70,1.014285714,,,,,,,,,,,,,
0.026261,357,345,1.034782609,,,,,,,,,,,,,
0.026279,70,79,0.886075949,,,,,,,,,,,,,
0.026307,292,301,0.970099668,,,,,,,,,,,,,
0.026316,65,85,0.764705882,,,,,,,,,,,,,
0.026329,0,1,0,,,,,,,,,,,,,
0.026352,402,427,0.941451991,,,,,,,,,,,,,
0.026387,0,1,0,,,,,,,,,,,,,
0.026389,93,104,0.894230769,,,,,,,,,,,,,
0.026398,298,317,0.940063091,,,,,,,,,,,,,
0.026426,67,70,0.957142857,,,,,,,,,,,,,
0.026444,291,278,1.04676259,,,,,,,,,,,,,
0.026463,50,63,0.793650794,,,,,,,,,,,,,
0.026491,301,306,0.983660131,,,,,,,,,,,,,
0.0265,71,94,0.755319149,,,,,,,,,,,,,
0.026537,453,479,0.945720251,,,,,,,,,,,,,
0.026575,58,74,0.783783784,,,,,,,,,,,,,
0.026584,377,409,0.921760391,,,,,,,,,,,,,
0.026612,70,78,0.897435897,,,,,,,,,,,,,
0.026619,1,1,1,,,,,,,,,,,,,
0.026631,389,417,0.932853717,,,,,,,,,,,,,
0.02665,78,78,1,,,,,,,,,,,,,
0.026679,388,441,0.879818594,,,,,,,,,,,,,
0.026688,65,71,0.915492958,,,,,,,,,,,,,
0.026726,475,456,1.041666667,,,,,,,,,,,,,
0.026764,48,57,0.842105263,,,,,,,,,,,,,
0.026774,382,373,1.024128686,,,,,,,,,,,,,
0.026803,108,123,0.87804878,,,,,,,,,,,,,
0.026822,439,425,1.032941176,,,,,,,,,,,,,
0.026841,104,109,0.95412844,,,,,,,,,,,,,
0.02687,475,466,1.019313305,,,,,,,,,,,,,
0.02688,70,68,1.029411765,,,,,,,,,,,,,
0.026919,647,624,1.036858974,,,,,,,,,,,,,
0.026956,1,1,1,,,,,,,,,,,,,
0.026958,113,122,0.926229508,,,,,,,,,,,,,
0.026968,444,468,0.948717949,,,,,,,,,,,,,
0.026997,111,124,0.89516129,,,,,,,,,,,,,
0.027017,451,444,1.015765766,,,,,,,,,,,,,
0.027037,54,60,0.9,,,,,,,,,,,,,
0.027054,0,1,0,,,,,,,,,,,,,
0.027067,468,474,0.987341772,,,,,,,,,,,,,
0.027077,112,115,0.973913043,,,,,,,,,,,,,
0.027116,688,723,0.951590595,,,,,,,,,,,,,
0.027141,1,1,1,,,,,,,,,,,,,
0.027156,73,89,0.820224719,,,,,,,,,,,,,
0.027166,484,474,1.021097046,,,,,,,,,,,,,
0.027179,1,1,1,,,,,,,,,,,,,
0.027196,109,107,1.018691589,,,,,,,,,,,,,
0.027204,1,1,1,,,,,,,,,,,,,
0.027217,402,389,1.033419023,,,,,,,,,,,,,
0.027237,101,97,1.041237113,,,,,,,,,,,,,
0.027254,1,1,1,,,,,,,,,,,,,
0.027267,475,444,1.06981982,,,,,,,,,,,,,
0.027277,125,145,0.862068966,,,,,,,,,,,,,
0.027318,477,493,0.967545639,,,,,,,,,,,,,
0.027331,0,1,0,,,,,,,,,,,,,
0.027343,1,1,1,,,,,,,,,,,,,
0.027359,89,92,0.967391304,,,,,,,,,,,,,
0.027369,446,449,0.993318486,,,,,,,,,,,,,
0.0274,82,105,0.780952381,,,,,,,,,,,,,
0.02742,455,400,1.1375,,,,,,,,,,,,,
0.027441,134,147,0.911564626,,,,,,,,,,,,,
0.027472,462,486,0.950617284,,,,,,,,,,,,,
0.027482,104,107,0.971962617,,,,,,,,,,,,,
0.027485,1,1,1,,,,,,,,,,,,,
0.027511,2,1,2,,,,,,,,,,,,,
0.027524,567,604,0.938741722,,,,,,,,,,,,,
0.027563,0,1,0,,,,,,,,,,,,,
0.027566,86,92,0.934782609,,,,,,,,,,,,,
0.027576,576,569,1.012302285,,,,,,,,,,,,,
0.027608,80,90,0.888888889,,,,,,,,,,,,,
0.027629,636,621,1.024154589,,,,,,,,,,,,,
0.02765,122,117,1.042735043,,,,,,,,,,,,,
0.027682,661,623,1.060995185,,,,,,,,,,,,,
0.027692,120,123,0.975609756,,,,,,,,,,,,,
0.027735,585,603,0.970149254,,,,,,,,,,,,,
0.027775,1,1,1,,,,,,,,,,,,,
0.027778,123,135,0.911111111,,,,,,,,,,,,,
0.027789,483,505,0.956435644,,,,,,,,,,,,,
0.027815,1,1,1,,,,,,,,,,,,,
0.027821,117,120,0.975,,,,,,,,,,,,,
0.027842,478,461,1.036876356,,,,,,,,,,,,,
0.027864,71,82,0.865853659,,,,,,,,,,,,,
0.027896,601,624,0.963141026,,,,,,,,,,,,,
0.027907,121,126,0.96031746,,,,,,,,,,,,,
0.027929,0,1,0,,,,,,,,,,,,,
0.027951,842,872,0.96559633,,,,,,,,,,,,,
0.027995,109,136,0.801470588,,,,,,,,,,,,,
0.028006,578,589,0.981324278,,,,,,,,,,,,,
0.028039,123,132,0.931818182,,,,,,,,,,,,,
0.028061,630,615,1.024390244,,,,,,,,,,,,,
0.028083,197,182,1.082417582,,,,,,,,,,,,,
0.028116,687,704,0.975852273,,,,,,,,,,,,,
0.028127,124,137,0.905109489,,,,,,,,,,,,,
0.02813,0,1,0,,,,,,,,,,,,,
0.028172,727,756,0.961640212,,,,,,,,,,,,,
0.028217,156,165,0.945454545,,,,,,,,,,,,,
0.028228,639,648,0.986111111,,,,,,,,,,,,,
0.028256,1,1,1,,,,,,,,,,,,,
0.028262,119,120,0.991666667,,,,,,,,,,,,,
0.028284,644,644,1,,,,,,,,,,,,,
0.028298,0,1,0,,,,,,,,,,,,,
0.028307,183,181,1.011049724,,,,,,,,,,,,,
0.028341,601,631,0.952456418,,,,,,,,,,,,,
0.028352,187,182,1.027472527,,,,,,,,,,,,,
