cos,usr_click_nums,same_cos_nums,±»÷µ
0.038462,192,776,0.24742268
0.018748,0,14,0
0.075834,21,56,0.375
0.047298,6,42,0.142857143
0.213809,27,143,0.188811189
0.097301,0,3,0
0.039284,183,708,0.258474576
0.043133,60,162,0.37037037
0.040723,2,3,0.666666667
0.067884,28,109,0.256880734
0.06247,307,1256,0.244426752
0.086387,133,494,0.269230769
0.067267,30,128,0.234375
0.038895,1,2,0.5
0.193167,0,1,0
0.333333,263,2790,0.094265233
0.167542,24,68,0.352941176
0.078446,836,3454,0.242038217
0.235702,330,3038,0.108624095
0.022881,49,154,0.318181818
0.077203,15,48,0.3125
0.090909,149,611,0.24386252
0.053916,860,4513,0.190560603
0.274721,0,1,0
0.019317,2,6,0.333333333
0.044856,2,4,0.5
0.021167,2,13,0.153846154
0.113592,2559,12666,0.202036949
0.060363,1,2,0.5
0.074421,8,26,0.307692308
0.074278,774,3044,0.254270696
0.206725,0,2,0
0.383482,2,15,0.133333333
0.084991,2,2,1
0.024515,17,47,0.361702128
0.063564,517,2006,0.25772682
0.041931,16,47,0.340425532
0.032703,208,1099,0.189262966
0.018647,1,2,0.5
0.019567,0,3,0
0.018242,0,5,0
0.0438,65,187,0.347593583
0.016772,1,1,1
0.061142,355,1362,0.260646109
0.036014,2,8,0.25
0.063175,7,17,0.411764706
0.022704,28,107,0.261682243
0.755929,0,4,0
0.018725,0,1,0
0.040572,14,32,0.4375
0.068599,460,1843,0.249593055
0.041039,10,33,0.303030303
0.03832,2,11,0.181818182
0.089353,0,3,0
0.0343,235,1153,0.203816132
0.016418,0,2,0
0.20702,396,2395,0.165344468
0.061575,398,1473,0.270196877
0.088736,117,562,0.208185053
0.057417,0,4,0
0.109272,2966,15781,0.187947532
0.123466,0,1,0
0.128506,122,580,0.210344828
0.127775,2755,15061,0.182922781
0.052414,905,4683,0.193252189
0.034139,0,2,0
0.144639,1,1,1
0.0274,37,105,0.352380952
0.119523,6589,50910,0.129424475
0.018602,0,2,0
0.485071,1,3,0.333333333
0.150117,14,29,0.482758621
0.090722,1,1,1
0.039193,3,18,0.166666667
0.072675,1,2,0.5
0.018294,2,4,0.5
0.114258,0,2,0
0.057001,0,1,0
0.140028,376,2041,0.18422342
0.048579,65,240,0.270833333
0.279751,618,3947,0.156574614
0.104151,3,7,0.428571429
0.125877,6,26,0.230769231
0.476731,0,7,0
0.024197,1,23,0.043478261
0.131519,6,18,0.333333333
0.040893,1,3,0.333333333
0.344124,32,233,0.137339056
0.052613,153,506,0.302371542
0.018405,2,3,0.666666667
0.089555,3,15,0.2
0.092319,0,6,0
0.182574,6497,63505,0.102306905
0.026243,17,70,0.242857143
0.183533,29,133,0.218045113
0.057208,0,1,0
0.040258,0,1,0
0.707107,1,99,0.01010101
0.046945,77,328,0.234756098
0.024361,30,151,0.198675497
0.015859,0,1,0
0.042405,1,1,1
0.056705,20,68,0.294117647
0.140952,0,1,0
0.11523,0,3,0
0.044666,71,191,0.371727749
0.034586,167,635,0.262992126
0.030317,81,280,0.289285714
0.016648,0,1,0
0.019984,1,4,0.25
0.02253,20,101,0.198019802
0.021205,1,11,0.090909091
0.120483,112,430,0.260465116
0.031682,0,1,0
0.145575,3,43,0.069767442
0.33541,351,2688,0.130580357
0.023466,13,32,0.40625
0.05748,1,1,1
0.052066,0,3,0
0.12946,0,1,0
0.845154,0,3,0
0.032466,2,3,0.666666667
0.117444,2984,16490,0.180958156
0.047809,72,224,0.321428571
0.025555,0,1,0
0.069886,0,1,0
0.021636,0,1,0
0.116941,1,5,0.2
0.029504,0,2,0
0.062017,3548,25183,0.140888695
0.034174,7,12,0.583333333
0.185058,0,1,0
0.034224,1,3,0.333333333
0.035663,2,11,0.181818182
0.030373,57,257,0.221789883
0.067806,484,1907,0.253801783
0.058849,420,1302,0.322580645
0.032616,318,1600,0.19875
0.019231,4,12,0.333333333
0.015206,0,1,0
0.019649,1,11,0.090909091
0.038152,0,6,0
0.06111,1,5,0.2
0.042835,724,5008,0.14456869
0.097157,3,9,0.333333333
0.213201,563,4160,0.135336538
0.071383,684,2928,0.233606557
0.084853,28,126,0.222222222
0.091971,4,9,0.444444444
0.471405,1,8,0.125
0.170941,10,60,0.166666667
0.021477,7,28,0.25
0.198762,12,81,0.148148148
0.014841,0,1,0
0.038125,207,838,0.247016706
0.073193,6,34,0.176470588
0.127515,0,2,0
0.093865,0,1,0
0.066259,3,10,0.3
0.057682,0,2,0
0.018531,0,3,0
0.02616,0,1,0
0.035979,5,13,0.384615385
0.052382,0,1,0
0.118585,105,457,0.2297593
0.064927,7,24,0.291666667
0.018227,1,6,0.166666667
0.023039,11,53,0.20754717
0.027482,33,107,0.308411215
0.098029,0,1,0
0.015321,0,2,0
0.034483,0,2,0
0.080178,25,69,0.362318841
0.050782,0,1,0
0.062318,439,1523,0.288246881
0.034503,411,1952,0.210553279
0.017689,0,2,0
0.042718,417,1807,0.230769231
0.028677,52,184,0.282608696
0.067229,651,2298,0.283289817
0.06531,5,10,0.5
0.042371,2,7,0.285714286
0.131876,3980,22395,0.177718241
0.051832,0,1,0
0.037966,3,13,0.230769231
0.044544,353,1611,0.21911856
0.220326,2,4,0.5
0.051215,166,502,0.330677291
0.816497,0,5,0
0.020924,5,10,0.5
0.030744,0,1,0
0.048679,21,77,0.272727273
0.046029,505,2458,0.205451587
0.058471,308,1035,0.297584541
0.093968,0,2,0
0.082076,0,1,0
0.025607,63,306,0.205882353
0.03959,1,1,1
0.055757,1,1,1
0.301511,374,3425,0.10919708
0.040226,0,6,0
0.100504,191,906,0.210816777
0.020739,8,35,0.228571429
0.081801,13,43,0.302325581
0.018522,1,8,0.125
0.048015,92,353,0.260623229
0.416025,18,186,0.096774194
0.025278,66,272,0.242647059
0.078648,24,64,0.375
0.052926,10,26,0.384615385
0.023837,43,218,0.197247706
0.14415,9,26,0.346153846
0.131165,3,8,0.375
0.071429,1119,6834,0.163740123
0.146059,8,30,0.266666667
0.089087,96,477,0.201257862
0.09375,2,7,0.285714286
0.051098,9,20,0.45
0.038633,494,2762,0.178855902
0.0848,0,1,0
0.065512,23,92,0.25
0.057448,33,106,0.311320755
0.050709,0,2,0
0.363803,18,172,0.104651163
0.022417,31,143,0.216783217
0.026426,16,70,0.228571429
0.036637,451,2313,0.194984868
0.8,4,59,0.06779661
0.029934,57,221,0.257918552
0.058498,1,5,0.2
0.125553,4,16,0.25
0.1849,2,5,0.4
0.078326,82,297,0.276094276
0.064018,1179,6632,0.177774427
0.021224,16,98,0.163265306
0.135526,202,918,0.220043573
0.075378,1750,10592,0.165219033
0.067612,587,2375,0.247157895
0.075059,714,3081,0.231742941
0.025683,19,64,0.296875
0.016319,0,2,0
0.024056,10,35,0.285714286
0.045932,6,30,0.2
0.046188,104,352,0.295454545
0.014192,1,1,1
0.160128,530,3037,0.174514323
0.019263,2,8,0.25
0.040656,636,3602,0.176568573
0.054956,1,2,0.5
0.151099,0,2,0
0.192055,16,104,0.153846154
0.202548,20,102,0.196078431
0.338062,2636,29387,0.089699527
0.171499,433,2858,0.151504549
0.116335,61,240,0.254166667
0.09267,3,4,0.75
0.079809,57,309,0.184466019
0.051917,1,16,0.0625
0.029775,62,200,0.31
0.08737,152,644,0.236024845
0.032317,1,4,0.25
0.019227,2,7,0.285714286
0.027017,100,444,0.225225225
0.143839,296,1344,0.220238095
0.097078,69,242,0.285123967
0.025524,68,253,0.268774704
0.073472,1,1,1
0.103452,3,10,0.3
0.047272,52,222,0.234234234
0.038278,12,27,0.444444444
0.049814,1,14,0.071428571
0.035218,0,1,0
0.051367,5,16,0.3125
0.1016,1,4,0.25
0.019146,0,1,0
0.052129,954,4836,0.197270471
0.041978,21,65,0.323076923
0.015171,1,1,1
0.036564,167,775,0.215483871
0.016964,0,5,0
0.103975,2486,12006,0.207063135
0.042914,3,10,0.3
0.087039,1294,8896,0.145458633
0.02055,0,11,0
0.53936,33,227,0.145374449
0.045061,37,125,0.296
0.016575,0,1,0
0.01525,0,1,0
0.045175,613,3910,0.156777494
0.072336,9,35,0.257142857
0.065003,6,10,0.6
0.085367,40,137,0.291970803
0.433013,6,89,0.06741573
0.027608,23,90,0.255555556
0.028006,137,589,0.232597623
0.051525,1,2,0.5
0.02837,1,1,1
0.014861,0,1,0
0.127,311,1525,0.203934426
0.123508,165,686,0.240524781
0.025994,86,408,0.210784314
0.020743,2,7,0.285714286
0.077589,35,101,0.346534653
0.044305,1,1,1
0.017691,4,12,0.333333333
0.040129,2,15,0.133333333
0.030715,267,1205,0.221576763
0.015911,0,1,0
0.05994,1,3,0.333333333
0.020628,15,42,0.357142857
0.024183,30,146,0.205479452
0.08,854,3845,0.222106632
0.034895,0,1,0
0.066372,46,152,0.302631579
0.02926,58,225,0.257777778
0.107833,285,1328,0.214608434
0.173032,1,2,0.5
0.097736,1,3,0.333333333
0.064106,3,7,0.428571429
0.068519,43,215,0.2
0.035944,2,5,0.4
0.021152,12,51,0.235294118
0.085023,19,71,0.267605634
0.109764,285,1359,0.209713024
0.086367,1,2,0.5
0.042705,0,1,0
0.204598,566,2956,0.191474966
0.145095,3917,24394,0.160572272
0.049147,8,20,0.4
0.059028,19,51,0.37254902
0.09673,0,2,0
0.021369,9,39,0.230769231
0.035669,0,1,0
0.038433,1,2,0.5
0.044555,49,153,0.320261438
0.141069,0,7,0
0.014744,0,1,0
0.155963,434,1997,0.217325989
0.025854,9,44,0.204545455
0.083366,39,120,0.325
0.02098,5,12,0.416666667
0.086244,35,172,0.203488372
0.029298,143,797,0.179422836
0.112194,144,553,0.26039783
0.053666,0,1,0
0.038035,5,20,0.25
0.045408,775,5241,0.147872543
0.019288,1,2,0.5
0.018912,0,1,0
0.090784,0,4,0
0.083205,40,141,0.283687943
0.014086,1,1,1
0.030916,1,1,1
0.041301,24,69,0.347826087
0.020311,1,1,1
0.022966,9,28,0.321428571
0.05698,990,5364,0.184563758
0.028116,154,704,0.21875
0.017547,1,1,1
0.016341,0,2,0
0.039413,10,33,0.303030303
0.082199,1558,10383,0.150052971
0.069338,1352,8048,0.167992048
0.129532,0,1,0
0.154533,15,47,0.319148936
0.07698,1035,4075,0.25398773
0.052502,0,2,0
0.047088,2,9,0.222222222
0.045763,175,556,0.314748201
0.147542,5,29,0.172413793
0.030359,174,786,0.221374046
0.043113,2,2,1
0.097435,2,2,1
0.283473,14,106,0.132075472
0.01714,0,1,0
0.049447,10,40,0.25
0.029173,134,622,0.215434084
0.116052,1,1,1
0.060999,450,1619,0.277949351
0.079388,0,1,0
0.033952,0,4,0
0.022054,6,18,0.333333333
0.410391,35,328,0.106707317
0.038749,3,6,0.5
0.034442,1,2,0.5
0.037424,1,2,0.5
0.185496,9,49,0.183673469
0.032208,94,359,0.26183844
0.016867,0,4,0
0.227185,33,149,0.22147651
0.089324,4,7,0.571428571
0.099535,0,2,0
0.102299,58,190,0.305263158
0.248452,0,2,0
0.068399,498,1893,0.263074485
0.055153,299,946,0.316067653
0.018356,0,1,0
0.019477,0,2,0
0.034452,0,1,0
0.372104,267,2652,0.100678733
0.080757,40,109,0.366972477
0.052271,10,35,0.285714286
0.013928,0,1,0
0.187867,432,2181,0.198074278
0.024922,45,205,0.219512195
0.070888,66,198,0.333333333
0.058621,19,94,0.20212766
0.015782,0,1,0
0.06006,0,1,0
0.645497,0,2,0
0.021698,11,24,0.458333333
0.037696,10,26,0.384615385
0.196116,492,3211,0.153223295
0.089843,39,131,0.297709924
0.029412,44,175,0.251428571
0.147844,2,5,0.4
0.017239,0,1,0
0.017447,0,4,0
0.018983,4,11,0.363636364
0.036096,2,4,0.5
0.077557,930,3526,0.263754963
0.070225,7,39,0.179487179
0.024456,4,30,0.133333333
0.040121,19,103,0.184466019
0.033855,2,4,0.5
0.038243,5,14,0.357142857
0.052543,2,5,0.4
0.019968,0,3,0
0.10554,1,10,0.1
0.095443,3,8,0.375
0.254,1,6,0.166666667
0.03625,0,1,0
0.067505,2,15,0.133333333
0.038778,610,3227,0.189030059
0.06634,3,13,0.230769231
0.093891,2,3,0.666666667
0.071982,31,133,0.233082707
0.029251,1,2,0.5
0.027254,1,1,1
0.038384,9,21,0.428571429
0.051383,153,507,0.301775148
0.042993,0,1,0
0.147799,7,54,0.12962963
0.093633,1,3,0.333333333
0.015871,0,1,0
0.063529,8,18,0.444444444
0.117851,1474,12094,0.121878617
0.022168,21,102,0.205882353
0.023649,4,29,0.137931034
0.03719,0,1,0
0.286446,51,293,0.174061433
0.095783,142,710,0.2
0.018915,0,8,0
0.01759,0,4,0
0.017917,1,6,0.166666667
0.039337,3,27,0.111111111
0.067937,6,18,0.333333333
0.039451,7,27,0.259259259
0.187523,21,91,0.230769231
0.029488,199,802,0.248129676
0.021281,5,15,0.333333333
0.017201,0,1,0
0.023063,48,163,0.294478528
0.036298,0,1,0
0.527046,1,7,0.142857143
0.041885,558,3273,0.170485793
0.02582,68,302,0.225165563
0.119334,8,35,0.228571429
0.135804,9,42,0.214285714
0.186339,1,1,1
0.023623,11,26,0.423076923
0.112115,3,19,0.157894737
0.07472,0,1,0
0.153897,197,841,0.234244946
0.059976,34,79,0.430379747
0.055234,0,1,0
0.064851,4,12,0.333333333
0.020395,1,2,0.5
0.066998,4,13,0.307692308
0.037043,7,17,0.411764706
0.048723,60,186,0.322580645
0.042033,1,4,0.25
0.40161,5,14,0.357142857
0.025078,46,216,0.212962963
0.072023,13,52,0.25
0.032595,0,3,0
0.063105,2,5,0.4
0.116248,309,1569,0.196940727
0.117363,0,1,0
0.074813,0,2,0
0.07581,37,212,0.174528302
0.054433,179,588,0.304421769
0.041595,2,4,0.5
0.018751,3,4,0.75
0.045314,2,6,0.333333333
0.251577,2,8,0.25
0.195283,34,152,0.223684211
0.138086,10,46,0.217391304
0.281718,0,4,0
0.069098,9,20,0.45
0.041135,2,8,0.25
0.083992,0,2,0
0.133631,1910,15866,0.120383209
0.101764,2,9,0.222222222
0.11547,5658,47810,0.118343443
0.08295,0,1,0
0.027842,99,461,0.214750542
0.07892,14,55,0.254545455
0.23694,15,101,0.148514851
0.077719,17,54,0.314814815
0.028615,0,1,0
0.039606,11,31,0.35483871
0.057378,372,1124,0.330960854
0.132964,2,10,0.2
0.039528,870,4872,0.178571429
0.027359,24,92,0.260869565
0.132236,6,16,0.375
0.042689,23,96,0.239583333
0.091003,3,5,0.6
0.054339,0,1,0
0.06455,3847,26707,0.144044632
0.025351,13,50,0.26
0.037503,1,6,0.166666667
0.017789,0,6,0
0.096028,2,7,0.285714286
0.030729,1,1,1
0.01744,0,1,0
0.055728,10,32,0.3125
0.043853,1115,6723,0.16584858
0.03435,3,12,0.25
0.04865,58,220,0.263636364
0.095077,1,1,1
0.433861,28,187,0.14973262
0.058113,4,5,0.8
0.02905,176,727,0.242090784
0.031814,97,348,0.278735632
0.359211,0,6,0
0.039375,519,3135,0.165550239
0.030802,0,1,0
0.076747,0,2,0
0.090453,32,141,0.226950355
0.0354,0,2,0
0.125436,15,47,0.319148936
0.3371,0,2,0
0.09525,2,7,0.285714286
0.072232,19,41,0.463414634
0.087186,0,2,0
0.033686,1,5,0.2
0.076472,72,240,0.3
0.031686,63,258,0.244186047
0.020637,0,4,0
0.147264,321,1398,0.229613734
0.063725,375,1459,0.25702536
0.113364,1,2,0.5
0.022972,28,134,0.208955224
0.146647,1,9,0.111111111
0.03326,124,392,0.316326531
0.050035,0,1,0
0.112747,0,11,0
0.04184,27,90,0.3
0.053376,6,28,0.214285714
0.14501,6,39,0.153846154
0.038208,497,2999,0.165721907
0.332182,39,183,0.213114754
0.133235,0,1,0
0.214286,24,140,0.171428571
0.018608,0,7,0
0.044444,115,297,0.387205387
0.01803,0,1,0
0.041794,14,50,0.28
0.107058,0,1,0
0.061951,1,6,0.166666667
0.015101,1,2,0.5
0.015076,0,1,0
0.065094,1633,8904,0.183400719
0.203069,0,1,0
0.052144,1,1,1
0.04008,26,77,0.337662338
0.189661,0,2,0
0.140114,3,22,0.136363636
0.093704,22,108,0.203703704
0.199205,2,3,0.666666667
0.042796,4,12,0.333333333
0.129969,0,1,0
0.054534,158,500,0.316
0.020585,3,27,0.111111111
0.024369,9,70,0.128571429
0.017623,2,7,0.285714286
0.12958,8,35,0.228571429
0.105777,0,2,0
0.017555,2,14,0.142857143
0.06178,21,68,0.308823529
0.031762,0,1,0
0.022611,3,20,0.15
0.032791,255,1211,0.210569777
0.015841,0,1,0
0.085194,43,125,0.344
0.028928,144,725,0.19862069
0.020307,1,21,0.047619048
0.079894,17,60,0.283333333
0.060921,1,11,0.090909091
0.021017,1,14,0.071428571
0.107763,122,456,0.26754386
0.565685,25,308,0.081168831
0.063316,1,5,0.2
0.046816,103,319,0.322884013
0.105227,0,3,0
0.057027,206,740,0.278378378
0.180702,16,58,0.275862069
0.082729,28,118,0.237288136
0.017678,2,9,0.222222222
0.237171,490,2918,0.167923235
0.3849,1,9,0.111111111
0.106871,1,9,0.111111111
0.068288,6,21,0.285714286
0.017395,4,14,0.285714286
0.028298,1,1,1
0.061663,41,135,0.303703704
0.039299,7,29,0.24137931
0.076077,13,61,0.213114754
0.091574,0,4,0
0.031235,173,935,0.185026738
0.219265,0,2,0
0.104257,2291,17209,0.133128014
0.036084,158,733,0.215552524
0.085671,1321,6196,0.213202066
0.044324,1,5,0.2
0.020464,4,12,0.333333333
0.016819,0,3,0
0.15861,0,2,0
0.087932,1,8,0.125
0.042496,33,106,0.311320755
0.035892,3,9,0.333333333
0.056796,1626,10880,0.149448529
0.025286,11,55,0.2
0.03996,12,44,0.272727273
0.019873,1,5,0.2
0.018033,1,4,0.25
0.141865,8,41,0.195121951
0.030571,200,898,0.222717149
0.019389,12,38,0.315789474
0.040782,16,59,0.271186441
0.067574,56,191,0.293193717
0.082887,14,68,0.205882353
0.052432,139,539,0.257884972
0.10351,64,250,0.256
0.340997,4,12,0.333333333
0.019,1,6,0.166666667
0.047246,690,3020,0.228476821
0.026207,23,78,0.294871795
0.045455,467,1982,0.235620585
0.101274,2158,10214,0.211278637
0.018365,5,11,0.454545455
0.035093,140,731,0.191518468
0.035635,1,5,0.2
0.094943,0,3,0
0.069938,7,30,0.233333333
0.022942,30,116,0.25862069
0.019936,0,3,0
0.028989,129,645,0.2
0.612372,6,123,0.048780488
0.070014,1516,8325,0.182102102
0.048337,711,3337,0.213065628
0.021843,6,23,0.260869565
0.050443,6,22,0.272727273
0.104765,66,228,0.289473684
0.08561,0,3,0
0.172062,7,46,0.152173913
0.091287,6199,47781,0.129737762
0.073743,29,87,0.333333333
0.050767,499,2536,0.196766562
0.020129,3,4,0.75
0.094165,61,223,0.273542601
0.018804,33,55,0.6
0.071207,14,52,0.269230769
0.043315,1,2,0.5
0.057615,248,911,0.272228321
0.156893,15,47,0.319148936
0.054965,26,60,0.433333333
0.597614,2,15,0.133333333
0.075955,11,32,0.34375
0.050508,487,2288,0.21284965
0.01709,1,2,0.5
0.078379,12,56,0.214285714
0.049162,102,383,0.266318538
0.100887,1,2,0.5
0.062137,18,68,0.264705882
0.022389,19,90,0.211111111
0.026631,99,417,0.237410072
0.077876,0,2,0
0.08064,1,3,0.333333333
0.134231,0,7,0
0.019555,6,18,0.333333333
0.092998,2,2,1
0.134459,2,13,0.153846154
0.0305,206,845,0.243786982
0.055685,385,1191,0.323257767
0.053683,8,29,0.275862069
0.100673,5,11,0.454545455
0.030411,1,1,1
0.017744,2,2,1
0.089803,2369,16310,0.145248314
0.051434,6,21,0.285714286
0.016621,1,4,0.25
0.064051,476,1694,0.280991736
0.037898,5,17,0.294117647
0.01857,2,9,0.222222222
0.047673,1758,10399,0.169054717
0.031159,214,993,0.21550856
0.05567,0,1,0
0.03872,1,2,0.5
0.028724,48,194,0.24742268
0.023187,57,200,0.285
0.169842,15,88,0.170454545
0.021884,2,16,0.125
0.015867,1,1,1
0.022033,30,96,0.3125
0.185695,470,3112,0.151028278
0.024311,6,24,0.25
0.050252,557,2808,0.198361823
0.018182,3,8,0.375
0.052745,0,1,0
0.219529,0,3,0
0.032947,1,5,0.2
0.021442,12,38,0.315789474
0.149487,1,4,0.25
0.023756,4,19,0.210526316
0.042145,1,3,0.333333333
0.104447,53,222,0.238738739
0.027995,44,136,0.323529412
0.053795,0,1,0
0.032756,103,398,0.25879397
0.018411,1,7,0.142857143
0.040825,941,5258,0.178965386
0.143684,14,46,0.304347826
0.014949,0,1,0
0.020717,6,26,0.230769231
0.020851,9,38,0.236842105
0.02177,15,57,0.263157895
0.033806,293,1691,0.173270254
0.023094,34,155,0.219354839
0.195698,566,2884,0.196255201
0.020328,12,37,0.324324324
0.085592,1,2,0.5
0.169031,7401,75568,0.097938281
0.018595,4,14,0.285714286
0.054818,0,1,0
0.096031,2,8,0.25
0.039653,292,1211,0.241123039
0.074261,0,2,0
0.071611,2946,22626,0.13020419
0.037689,238,1025,0.232195122
0.0508,105,355,0.295774648
0.103203,60,247,0.24291498
0.148159,325,1523,0.213394616
0.021905,4,11,0.363636364
0.084215,88,400,0.22
0.021457,2,16,0.125
0.210042,19,122,0.155737705
0.02325,15,98,0.153061224
0.112911,2,5,0.4
0.018881,0,10,0
0.030457,0,2,0
0.091863,0,2,0
0.0635,1161,6076,0.191079658
0.020101,16,70,0.228571429
0.020228,0,7,0
0.29173,0,8,0
0.130066,2,17,0.117647059
0.159901,10,70,0.142857143
0.069254,0,1,0
0.065388,5,12,0.416666667
0.019707,1,13,0.076923077
0.033186,132,457,0.288840263
0.03595,2,15,0.133333333
0.084141,1376,5926,0.232197098
0.133333,3113,18464,0.168598354
0.093761,2247,10647,0.211045365
0.0762,10,39,0.256410256
0.019822,12,37,0.324324324
0.065372,18,114,0.157894737
0.028444,38,153,0.248366013
0.101419,70,284,0.246478873
0.046312,52,188,0.276595745
0.017932,0,5,0
0.045129,2,4,0.5
0.019433,0,1,0
0.031083,160,835,0.191616766
0.090933,2,2,1
0.095482,1,1,1
0.100901,4,4,1
0.042563,322,1380,0.233333333
0.017719,3,9,0.333333333
0.014471,0,1,0
0.030096,82,268,0.305970149
0.191741,1,2,0.5
0.069505,49,201,0.243781095
0.087894,34,162,0.209876543
0.208514,627,4244,0.147737983
0.041667,316,1387,0.227829849
0.018273,0,2,0
0.087391,1,2,0.5
0.092155,1,8,0.125
0.135225,2,17,0.117647059
0.186052,183,923,0.198266522
0.166667,1309,12315,0.106293138
0.294086,14,81,0.172839506
0.035444,191,671,0.284649776
0.017226,2,2,1
0.0212,11,73,0.150684932
0.253185,1,1,1
0.052253,151,526,0.287072243
0.129701,178,786,0.226463104
0.035055,3,10,0.3
0.020806,4,33,0.121212121
0.058778,0,2,0
0.064179,4,9,0.444444444
0.036037,351,1994,0.176028084
0.046689,56,213,0.262910798
0.373002,35,309,0.113268608
0.059177,0,4,0
0.032191,239,1203,0.198669992
0.022852,33,151,0.218543046
0.018538,0,6,0
0.017213,1,1,1
0.017381,0,2,0
0.32969,3,14,0.214285714
0.013327,0,1,0
0.036424,2,7,0.285714286
0.018149,3,7,0.428571429
0.129099,8400,77221,0.1087787
0.075235,9,29,0.310344828
0.01435,1,1,1
0.083527,56,150,0.373333333
0.078113,28,91,0.307692308
0.227038,0,2,0
0.029988,42,199,0.211055276
0.025724,0,2,0
0.015314,0,1,0
0.017874,1,2,0.5
0.17609,2,4,0.5
0.046474,1,4,0.25
0.07231,674,2565,0.262768031
0.060634,1263,6592,0.191595874
0.016462,0,3,0
0.022785,1,1,1
0.019087,2,9,0.222222222
0.119098,0,1,0
0.022496,12,41,0.292682927
0.098374,46,205,0.224390244
0.041996,1,4,0.25
0.079368,1134,4798,0.236348479
0.050882,140,427,0.327868852
0.055989,21,53,0.396226415
0.041703,559,3393,0.164750958
0.06449,0,1,0
0.05376,7,24,0.291666667
0.044257,3,3,1
0.01916,0,2,0
0.025959,14,48,0.291666667
0.225018,0,4,0
0.066118,523,1777,0.294316263
0.24544,1,9,0.111111111
0.035601,0,1,0
0.037333,1,7,0.142857143
0.063743,3,15,0.2
0.086977,0,2,0
0.062257,28,87,0.32183908
0.058168,1,7,0.142857143
0.166812,22,77,0.285714286
0.017175,0,3,0
0.044237,4,11,0.363636364
0.089482,0,4,0
0.041434,16,58,0.275862069
0.043489,50,120,0.416666667
0.234082,0,2,0
0.025318,110,377,0.291777188
0.036854,3,13,0.230769231
0.073632,38,91,0.417582418
0.161515,126,779,0.161745828
0.276026,30,164,0.182926829
0.02092,15,61,0.245901639
0.017368,0,2,0
0.060746,21,78,0.269230769
0.107143,0,6,0
0.027217,78,389,0.200514139
0.053529,9,21,0.428571429
0.024028,5,25,0.2
0.101112,1,2,0.5
0.125656,160,741,0.215924426
0.033864,130,527,0.246679317
0.234404,0,2,0
0.020097,0,1,0
0.058554,0,3,0
0.065407,495,1862,0.265843179
0.014858,0,1,0
0.033426,201,1085,0.185253456
0.312348,0,4,0
0.037629,2,11,0.181818182
0.036304,1,14,0.071428571
0.043274,1,11,0.090909091
0.016396,0,2,0
0.080408,0,3,0
0.129437,5,19,0.263157895
0.100951,1,5,0.2
0.024815,11,48,0.229166667
0.066667,2860,20585,0.138936119
0.064401,9,39,0.230769231
0.016201,0,1,0
0.139876,142,645,0.220155039
0.116073,7,20,0.35
0.218218,459,3378,0.135879218
0.047193,2,7,0.285714286
0.144673,304,1406,0.216216216
0.017137,0,1,0
0.030272,0,1,0
0.044412,2,9,0.222222222
0.06689,1,1,1
0.042486,1,3,0.333333333
0.102937,1,8,0.125
0.079134,1,1,1
0.108465,5264,40761,0.129143053
0.022162,0,10,0
0.036792,3,16,0.1875
0.016748,0,1,0
0.030324,0,1,0
0.032487,0,2,0
0.014502,0,1,0
0.01998,2,19,0.105263158
0.031544,176,965,0.18238342
0.046727,5,9,0.555555556
0.037398,408,2575,0.158446602
0.038837,2,12,0.166666667
0.086306,1,1,1
0.024656,59,250,0.236
0.016473,0,1,0
0.11767,168,722,0.232686981
0.025359,70,271,0.258302583
0.043748,42,122,0.344262295
0.034381,0,2,0
0.021822,17,68,0.25
0.015136,0,6,0
0.028307,46,181,0.254143646
0.018791,7,13,0.538461538
0.019202,9,68,0.132352941
0.098473,0,1,0
0.016552,1,1,1
0.072357,60,225,0.266666667
0.03469,2,5,0.4
0.080845,85,360,0.236111111
0.01702,0,1,0
0.108625,2,2,1
0.036185,2,9,0.222222222
0.025906,143,459,0.311546841
0.028748,114,586,0.194539249
0.093934,48,155,0.309677419
0.019281,5,15,0.333333333
0.04701,86,257,0.33463035
0.157329,0,1,0
0.019749,0,3,0
0.043906,70,215,0.325581395
0.026956,0,1,0
0.025717,18,56,0.321428571
0.088131,1902,8920,0.2132287
0.055556,755,3812,0.198058762
0.093659,130,617,0.210696921
0.016265,0,1,0
0.071889,1,3,0.333333333
0.086603,30,102,0.294117647
0.030542,89,340,0.261764706
0.01936,5,8,0.625
0.047606,104,349,0.297994269
0.074767,20,43,0.465116279
0.040867,26,79,0.329113924
0.025126,11,42,0.261904762
0.042592,22,77,0.285714286
0.033218,0,1,0
0.496139,24,177,0.13559322
0.021072,3,8,0.375
0.107482,0,4,0
0.027369,95,449,0.211581292
0.071842,869,3611,0.240653559
0.193347,1,2,0.5
0.036067,5,17,0.294117647
0.050475,139,430,0.323255814
0.016903,0,3,0
0.020481,1,8,0.125
0.105802,3,5,0.6
0.04398,0,3,0
0.090351,1173,5561,0.210933285
0.100167,1,1,1
0.0254,83,312,0.266025641
0.061885,6,14,0.428571429
0.019209,1,13,0.076923077
0.312772,34,238,0.142857143
0.038866,0,1,0
0.02111,4,15,0.266666667
0.03175,113,484,0.233471074
0.097014,1739,8716,0.199518128
0.065033,1,1,1
0.027775,0,1,0
0.041812,393,1759,0.223422399
0.049311,203,618,0.328478964
0.328798,0,1,0
0.032686,96,395,0.243037975
0.019299,3,10,0.3
