cos,usr_click_nums,same_cos_nums,±»÷µ
0.866025,0,1,0
0.024845,80,307,0.260586319
0.313112,1,12,0.083333333
0.06864,1,2,0.5
0.092131,1,1,1
0.055048,1287,8748,0.147119342
0.016737,3,4,0.75
0.021148,5,11,0.454545455
0.125109,250,972,0.257201646
0.201008,2,8,0.25
0.051187,0,1,0
0.179284,398,1967,0.202338587
0.676123,13,163,0.079754601
0.028823,3,4,0.75
0.774597,0,13,0
0.021617,21,121,0.173553719
0.039148,8,17,0.470588235
0.033734,1,4,0.25
0.177123,9,38,0.236842105
0.279508,0,5,0
0.05145,0,1,0
0.017778,0,1,0
0.02037,11,40,0.275
0.015752,0,1,0
0.04897,5,19,0.263157895
0.087781,1,5,0.2
0.079472,27,75,0.36
0.037529,470,2639,0.178097764
0.046324,2,3,0.666666667
0.053995,7,31,0.225806452
0.029566,47,187,0.251336898
0.228748,34,207,0.164251208
0.013941,0,1,0
0.113228,284,1458,0.19478738
0.037477,180,758,0.237467018
0.020146,1,2,0.5
0.04207,672,4175,0.160958084
0.053606,888,4567,0.194438362
0.060984,5,9,0.555555556
0.016701,0,2,0
0.047946,1178,7843,0.150197628
0.079556,76,391,0.194373402
0.027267,80,444,0.18018018
0.138675,1670,15458,0.108034675
0.034711,288,1610,0.178881988
0.025118,57,227,0.251101322
0.045584,111,350,0.317142857
0.190347,2,3,0.666666667
0.113067,3,10,0.3
0.079167,1,1,1
0.055364,262,808,0.324257426
0.0812,21,51,0.411764706
0.071474,0,1,0
0.037203,0,9,0
0.051503,2,10,0.2
0.021693,16,70,0.228571429
0.038139,5,19,0.263157895
0.03405,1,5,0.2
0.032725,1,1,1
0.248069,2860,27876,0.102597216
0.02921,86,246,0.349593496
0.057496,285,1004,0.283864542
0.06,2,5,0.4
0.065528,0,1,0
0.088779,1,2,0.5
0.062994,1159,6359,0.182261362
0.029013,47,140,0.335714286
0.037864,6,13,0.461538462
0.170005,0,1,0
0.052164,136,499,0.27254509
0.046881,1133,8020,0.14127182
0.1066,2090,15865,0.131736527
0.020708,0,4,0
0.028943,5,7,0.714285714
0.060547,1,3,0.333333333
0.118958,8,28,0.285714286
0.07746,12,52,0.230769231
0.07144,0,1,0
0.179787,26,107,0.242990654
0.048622,23,92,0.25
0.034581,0,4,0
0.01992,2,18,0.111111111
0.020362,1,4,0.25
0.064475,4,26,0.153846154
0.1905,17,101,0.168316832
0.020943,15,46,0.326086957
0.174078,342,2460,0.13902439
0.086548,1,3,0.333333333
0.028793,1,1,1
0.068644,18,67,0.268656716
0.020434,4,17,0.235294118
0.136797,3,17,0.176470588
0.032769,0,1,0
0.019132,1,3,0.333333333
0.107694,5,15,0.333333333
0.042544,31,80,0.3875
0.029683,140,588,0.238095238
0.632456,65,1675,0.03880597
0.047351,11,37,0.297297297
0.39036,18,143,0.125874126
0.020294,1,7,0.142857143
0.081469,2,6,0.333333333
0.031944,346,1616,0.214108911
0.082261,36,103,0.349514563
0.048168,3,17,0.176470588
0.062691,1,4,0.25
0.030535,1,1,1
0.03288,252,1132,0.222614841
0.244339,0,2,0
0.020784,6,36,0.166666667
0.061047,0,3,0
0.036466,201,837,0.240143369
0.136004,5,11,0.454545455
0.037235,2,10,0.2
0.023287,5,22,0.227272727
0.045466,72,201,0.358208955
0.075391,0,1,0
0.0353,1,1,1
0.130558,7,15,0.466666667
0.05988,1,3,0.333333333
0.108866,2,6,0.333333333
0.057856,346,1258,0.275039746
0.028127,38,137,0.277372263
0.212132,566,3051,0.185512947
0.024876,12,54,0.222222222
0.013546,0,1,0
0.093505,3,4,0.75
0.043183,42,154,0.272727273
0.032046,0,2,0
0.047338,89,290,0.306896552
0.192897,30,126,0.238095238
0.015717,0,1,0
0.067166,32,108,0.296296296
0.023262,3,14,0.214285714
0.121716,2978,16358,0.182051596
0.191663,422,2239,0.188476999
0.057312,0,1,0
0.128432,4,12,0.333333333
0.097333,47,220,0.213636364
0.201262,44,172,0.255813953
0.155113,3,16,0.1875
0.079752,31,116,0.267241379
0.040324,521,3071,0.169651579
0.038999,7,17,0.411764706
0.023891,4,19,0.210526316
0.073721,1586,9952,0.159364952
0.105085,85,308,0.275974026
0.054944,268,893,0.300111982
0.048113,592,2757,0.214726152
0.202444,1,2,0.5
0.03371,468,2192,0.21350365
0.110727,1,4,0.25
0.022277,17,77,0.220779221
0.03331,1,4,0.25
0.056543,1,5,0.2
0.017262,0,1,0
0.038925,745,4035,0.184634449
0.057928,10,39,0.256410256
0.083771,925,4263,0.216983345
0.075593,3155,23754,0.132819736
0.018621,10,24,0.416666667
0.01994,3,12,0.25
0.128624,8,27,0.296296296
0.081349,14,66,0.212121212
0.036917,4,13,0.307692308
0.022893,6,20,0.3
0.018458,6,9,0.666666667
0.269191,0,2,0
0.054393,10,37,0.27027027
0.199007,0,1,0
0.161955,16,64,0.25
0.074307,14,69,0.202898551
0.064718,539,2060,0.261650485
0.039936,2,8,0.25
0.124568,143,542,0.263837638
0.57735,54,816,0.066176471
0.016632,0,1,0
0.023338,9,26,0.346153846
0.019642,3,7,0.428571429
0.0171,2,5,0.4
0.06506,422,1595,0.264576803
0.041257,15,60,0.25
0.032075,81,332,0.243975904
0.128765,3,11,0.272727273
0.025616,26,73,0.356164384
0.017568,7,21,0.333333333
0.034632,1,4,0.25
0.025384,12,47,0.255319149
0.037365,3,13,0.230769231
0.038104,7,24,0.291666667
0.118993,4,15,0.266666667
0.177998,6,27,0.222222222
0.096424,5,11,0.454545455
0.041568,33,106,0.311320755
0.022316,1,11,0.090909091
0.040365,16,35,0.457142857
0.132196,270,1166,0.231560892
0.064282,41,125,0.328
0.048381,0,1,0
0.115954,1,4,0.25
0.050572,3,5,0.6
0.030482,0,1,0
0.048154,149,460,0.323913043
0.046829,466,2050,0.227317073
0.112687,2809,14191,0.197942358
0.020345,1,4,0.25
0.02314,1,2,0.5
0.032026,157,779,0.201540436
0.108821,81,328,0.24695122
0.040689,383,1647,0.232544019
0.147043,3390,21616,0.156828275
0.596285,7,201,0.034825871
0.022588,18,92,0.195652174
0.063786,1,1,1
0.03849,478,3041,0.157185136
0.034401,255,1254,0.203349282
0.058521,899,4842,0.18566708
0.027576,124,569,0.217926186
0.099779,1,10,0.1
0.089166,2,6,0.333333333
0.017277,1,5,0.2
0.160817,22,96,0.229166667
0.036662,140,616,0.227272727
0.017062,1,3,0.333333333
0.075473,10,32,0.3125
0.057104,1,4,0.25
0.034752,199,596,0.333892617
0.047036,576,2520,0.228571429
0.037662,416,2556,0.162754304
0.034948,0,5,0
0.018966,9,27,0.333333333
0.071307,4,13,0.307692308
0.042305,32,100,0.32
0.072548,3242,24316,0.13332785
0.017609,2,8,0.25
0.021012,18,55,0.327272727
0.124334,7,21,0.333333333
0.050718,222,647,0.343122102
0.055095,0,3,0
0.217643,562,3141,0.17892391
0.071007,4,15,0.266666667
0.038561,3,9,0.333333333
0.022634,4,15,0.266666667
0.027077,36,115,0.313043478
0.06012,10,20,0.5
0.040406,14,30,0.466666667
0.090045,34,128,0.265625
0.05747,2,3,0.666666667
0.10302,1,4,0.25
0.043284,46,148,0.310810811
0.037463,7,22,0.318181818
0.026841,24,109,0.220183486
0.3,278,1871,0.148583645
0.110581,4,15,0.266666667
0.01827,1,2,0.5
0.071267,0,2,0
0.018738,0,3,0
0.036322,0,1,0
0.245718,5,65,0.076923077
0.086315,1,5,0.2
0.119051,127,570,0.222807018
0.044368,468,2149,0.21777571
0.097445,1,2,0.5
0.014359,1,2,0.5
0.083853,23,77,0.298701299
0.172774,2,3,0.666666667
0.052422,0,1,0
0.018019,2,12,0.166666667
0.019881,2,17,0.117647059
0.057628,0,2,0
0.133103,6,29,0.206896552
0.042117,38,102,0.37254902
0.039467,1,5,0.2
0.232495,0,7,0
0.143019,307,1276,0.240595611
0.188562,23,83,0.277108434
0.045703,105,344,0.305232558
0.032225,0,1,0
0.06215,1,7,0.142857143
0.03572,2,7,0.285714286
0.033879,0,2,0
0.062378,34,104,0.326923077
0.015617,0,1,0
0.080036,17,55,0.309090909
0.021739,1,8,0.125
0.044811,2,13,0.153846154
0.04625,66,216,0.305555556
0.049014,89,305,0.291803279
0.098653,1,3,0.333333333
0.106336,1,3,0.333333333
0.059868,26,98,0.265306122
0.052486,11,40,0.275
0.059339,1469,8026,0.183030152
0.022675,21,111,0.189189189
0.020989,13,59,0.220338983
0.034325,2,4,0.5
0.040447,15,38,0.394736842
0.077254,0,1,0
0.158114,9458,86181,0.109745768
0.017316,0,6,0
0.13901,0,1,0
0.107972,1,12,0.083333333
0.212238,1,2,0.5
0.048071,0,1,0
0.053033,0,1,0
0.1575,9,35,0.257142857
0.03992,5,22,0.227272727
0.142214,280,1156,0.242214533
0.032108,193,830,0.23253012
0.078406,1,3,0.333333333
0.029666,0,2,0
0.034986,0,1,0
0.058058,1,3,0.333333333
0.076447,26,48,0.541666667
0.061754,2,7,0.285714286
0.059105,243,837,0.290322581
0.086772,1,1,1
0.018858,1,2,0.5
0.047458,625,2955,0.211505922
0.112509,398,1823,0.218321448
0.311086,0,1,0
0.114755,5,11,0.454545455
0.023769,47,196,0.239795918
0.102767,2,7,0.285714286
0.086031,1,2,0.5
0.04714,857,5390,0.158998145
0.020779,5,11,0.454545455
0.050899,10,36,0.277777778
0.035533,169,684,0.247076023
0.014494,1,1,1
0.019353,2,13,0.153846154
0.11713,3,13,0.230769231
0.073019,0,1,0
0.075165,69,277,0.249097473
0.136364,8,25,0.32
0.298142,1688,18936,0.089142374
0.033758,2,6,0.333333333
0.029569,2,5,0.4
0.114708,2278,17519,0.130030253
0.059655,17,56,0.303571429
0.062419,3,10,0.3
0.04138,305,1216,0.250822368
0.02178,5,16,0.3125
0.048941,70,250,0.28
0.020455,7,25,0.28
0.152499,507,3113,0.162865403
0.101666,0,2,0
0.072127,11,32,0.34375
0.026279,21,79,0.265822785
0.077152,1196,7880,0.15177665
0.033041,65,294,0.221088435
0.026082,41,261,0.157088123
0.124141,7,30,0.233333333
0.030806,0,1,0
0.362738,3,3,1
0.015702,0,1,0
0.079057,6029,46429,0.129854186
0.054738,201,747,0.269076305
0.091766,2339,10478,0.223229624
0.063285,0,1,0
0.076923,60,218,0.275229358
0.160644,5315,35008,0.151822441
0.02002,4,21,0.19047619
0.387298,163,1652,0.098668281
0.022406,3,12,0.25
0.058099,267,955,0.279581152
0.048002,4,13,0.307692308
0.048436,44,173,0.25433526
0.023363,11,28,0.392857143
0.056888,6,36,0.166666667
0.020224,11,36,0.305555556
0.120096,8,16,0.5
0.018209,1,8,0.125
0.256495,0,2,0
0.034075,3,4,0.75
0.224733,0,5,0
0.036274,560,3043,0.184028919
0.065233,2756,21605,0.127563064
0.078246,18,77,0.233766234
0.028645,0,2,0
0.29277,224,2083,0.107537206
0.031485,0,1,0
0.019035,3,8,0.375
0.071027,0,1,0
0.024112,50,258,0.19379845
0.021874,28,109,0.256880734
0.46188,21,264,0.079545455
0.082572,19,73,0.260273973
0.014784,2,7,0.285714286
0.024938,11,62,0.177419355
0.015939,1,1,1
0.104542,0,3,0
0.086747,0,3,0
0.030015,136,706,0.192634561
0.023973,35,182,0.192307692
0.090443,0,1,0
0.017846,1,4,0.25
0.062348,0,1,0
0.016676,0,1,0
0.024544,52,199,0.261306533
0.053116,0,1,0
0.033473,1,1,1
0.029424,252,955,0.263874346
0.052796,170,659,0.257966616
0.033082,0,2,0
0.013799,0,1,0
0.022733,26,100,0.26
0.036668,1,7,0.142857143
0.019718,0,2,0
0.072442,5,22,0.227272727
0.063888,1964,13540,0.145051699
0.045382,0,1,0
0.079682,836,3509,0.238244514
0.089893,1471,6510,0.225960061
0.021979,27,108,0.25
0.039043,338,1342,0.251862891
0.103108,0,5,0
0.018004,1,3,0.333333333
0.090121,1,1,1
0.058666,1,10,0.1
0.183254,38,156,0.243589744
0.068465,19,56,0.339285714
0.017891,3,4,0.75
0.034565,0,2,0
0.15162,0,6,0
0.04489,63,218,0.288990826
0.075117,8,46,0.173913043
0.056121,279,1014,0.275147929
0.045004,82,204,0.401960784
0.018197,3,9,0.333333333
0.020607,6,28,0.214285714
0.151729,15,52,0.288461538
0.081051,28,89,0.314606742
0.015901,0,3,0
0.181631,11,45,0.244444444
0.031311,280,1289,0.217222653
0.031024,0,1,0
0.158735,16,56,0.285714286
0.033787,155,610,0.254098361
0.027524,139,604,0.23013245
0.019346,3,17,0.176470588
0.101929,2396,11637,0.20589499
0.014072,0,1,0
0.028601,1,1,1
0.062167,406,1488,0.272849462
0.030486,73,286,0.255244755
0.261116,24,148,0.162162162
0.371391,1,5,0.2
0.028083,40,182,0.21978022
0.07873,0,1,0
0.169791,17,61,0.278688525
0.438529,1,8,0.125
0.069673,50,162,0.308641975
0.047565,5,22,0.227272727
0.029948,211,962,0.219334719
0.206559,30,137,0.218978102
0.020998,2,16,0.125
0.040283,17,51,0.333333333
0.044012,131,373,0.351206434
0.036823,2,12,0.166666667
0.059895,331,1306,0.253445636
0.165295,0,1,0
0.045823,53,184,0.288043478
0.138842,4,21,0.19047619
0.142857,362,1968,0.183943089
0.014464,3,3,1
0.038669,12,28,0.428571429
0.019826,2,4,0.5
0.084017,89,260,0.342307692
0.017188,1,3,0.333333333
0.017376,1,2,0.5
0.044194,527,2284,0.230735552
0.034606,297,1475,0.201355932
0.324443,0,9,0
0.151523,11,44,0.25
0.024693,67,263,0.254752852
0.080978,1123,4732,0.237320372
0.114992,3,8,0.375
0.022059,13,51,0.254901961
0.143592,1,1,1
0.426401,1,6,0.166666667
0.036442,0,10,0
0.03241,67,286,0.234265734
0.05007,0,1,0
0.104506,1,2,0.5
0.076323,6,26,0.230769231
0.078784,16,47,0.340425532
0.035267,155,612,0.253267974
0.033942,113,471,0.239915074
0.175412,3646,23959,0.152176635
0.018831,1,12,0.083333333
0.020961,6,14,0.428571429
0.12792,218,888,0.245495495
0.018634,5,28,0.178571429
0.027141,0,1,0
0.119239,0,1,0
0.022294,7,27,0.259259259
0.018396,0,4,0
0.037139,344,1816,0.189427313
0.090867,37,172,0.215116279
0.0219,24,102,0.235294118
0.114053,2,6,0.333333333
0.030514,1,3,0.333333333
0.027864,24,82,0.292682927
0.042164,31,107,0.289719626
0.02434,11,56,0.196428571
0.021105,17,68,0.25
0.0341,417,2014,0.207050645
0.040953,22,60,0.366666667
0.01715,4,9,0.444444444
0.047075,67,218,0.30733945
0.023946,9,31,0.290322581
0.017264,0,1,0
0.031564,0,1,0
0.054636,1604,10904,0.147101981
0.064253,3,5,0.6
0.052559,8,24,0.333333333
0.016407,0,1,0
0.045361,2,23,0.086956522
0.024969,6,50,0.12
0.113389,117,428,0.273364486
0.04264,685,4286,0.159822678
0.037268,581,3177,0.182876928
0.019104,3,12,0.25
0.038376,0,1,0
0.050157,119,343,0.346938776
0.015831,0,1,0
0.031722,0,1,0
0.137649,420,1685,0.24925816
0.050125,11,25,0.44
0.020602,1,2,0.5
0.164399,377,2486,0.151649236
0.027511,0,1,0
0.073411,6,28,0.214285714
0.086893,1,4,0.25
0.146385,152,657,0.231354642
0.167705,321,1689,0.190053286
0.068111,5,16,0.3125
0.042983,38,119,0.319327731
0.052623,1,3,0.333333333
0.041658,18,70,0.257142857
0.036244,5,10,0.5
0.016644,2,4,0.5
0.045118,45,153,0.294117647
0.107288,1,3,0.333333333
0.017112,0,1,0
0.02062,0,3,0
0.017528,1,11,0.090909091
0.172133,3806,24104,0.157899104
0.027682,108,623,0.173354735
0.04222,4,8,0.5
0.053741,267,737,0.362279512
0.018288,1,5,0.2
0.043644,733,4518,0.162239929
0.035466,260,1515,0.171617162
0.016222,0,2,0
0.027485,0,1,0
0.070711,4031,29734,0.135568709
0.100844,59,232,0.254310345
0.145693,18,60,0.3
0.026919,134,624,0.21474359
0.164646,9,72,0.125
0.017536,0,1,0
0.252982,46,228,0.201754386
0.050702,4,9,0.444444444
0.11873,6,12,0.5
0.032427,0,2,0
0.035191,1,7,0.142857143
0.05358,2,6,0.333333333
0.059702,3,5,0.6
0.057052,1,2,0.5
0.04828,2,12,0.166666667
0.225374,24,126,0.19047619
0.099177,66,205,0.32195122
0.065938,2618,18587,0.140851133
0.084327,0,1,0
0.278543,17,145,0.117241379
0.0265,33,94,0.35106383
0.014899,0,1,0
0.13403,0,1,0
0.375,18,193,0.093264249
0.099449,47,181,0.259668508
0.296174,1,3,0.333333333
0.143674,5,27,0.185185185
0.026398,77,317,0.242902208
0.020113,1,2,0.5
0.102062,1970,13901,0.141716423
0.400892,39,310,0.125806452
0.109888,2,4,0.5
0.019612,5,19,0.263157895
0.079493,0,2,0
0.032573,2,2,1
0.026463,20,63,0.317460317
0.34641,405,3583,0.113033771
0.067116,38,147,0.258503401
0.047782,5,40,0.125
0.123091,296,1544,0.191709845
0.106735,113,431,0.262180974
0.285714,0,5,0
0.032813,0,2,0
0.122474,125,509,0.245579568
0.075713,30,87,0.344827586
0.4,1026,13146,0.078046554
0.039723,13,42,0.30952381
0.031009,326,1436,0.227019499
0.039163,247,1114,0.221723519
0.067763,12,20,0.6
0.01843,2,7,0.285714286
0.04131,0,1,0
0.064382,433,1546,0.28007762
0.124515,0,3,0
0.279372,35,182,0.192307692
0.0532,0,1,0
0.067082,4,13,0.307692308
0.043685,470,2162,0.217391304
0.022646,19,89,0.213483146
0.088235,0,5,0
0.195366,0,1,0
0.023113,31,59,0.525423729
0.016021,0,1,0
0.069749,5,15,0.333333333
0.046984,6,19,0.315789474
0.024907,8,33,0.242424242
0.023939,52,207,0.251207729
0.066482,440,1559,0.2822322
0.241121,2,4,0.5
0.07408,7,37,0.189189189
0.034669,159,553,0.287522604
0.015671,0,1,0
0.139122,148,719,0.205841446
0.097706,0,1,0
0.081832,0,2,0
0.016431,0,1,0
0.050351,1,1,1
0.110432,233,1192,0.195469799
0.091499,56,202,0.277227723
0.063671,4,9,0.444444444
0.028228,137,648,0.211419753
0.16265,0,2,0
0.08465,2,15,0.133333333
0.048868,102,372,0.274193548
0.076029,64,225,0.284444444
0.017972,1,1,1
0.098639,55,181,0.303867403
0.110282,63,248,0.254032258
0.349215,2,9,0.222222222
0.058387,0,2,0
0.04969,1075,6886,0.156113854
0.048365,90,306,0.294117647
0.086468,1594,7212,0.221020521
0.034179,123,542,0.226937269
0.04439,48,137,0.350364964
0.014649,0,1,0
0.019726,0,11,0
0.020874,18,49,0.367346939
0.02214,23,108,0.212962963
0.020815,3,16,0.1875
0.038519,0,1,0
0.021969,1,12,0.083333333
0.02849,55,208,0.264423077
0.09848,5,13,0.384615385
0.025,47,267,0.176029963
0.038815,8,26,0.307692308
0.023544,12,42,0.285714286
0.173553,1,3,0.333333333
0.030751,0,2,0
0.021398,1,6,0.166666667
0.040962,329,1396,0.235673352
0.059351,1,5,0.2
0.145521,163,762,0.213910761
0.032898,120,483,0.248447205
0.021378,1,5,0.2
0.092748,2022,9457,0.213809876
0.073771,712,2805,0.253832442
0.113137,0,5,0
0.084684,34,123,0.276422764
0.019764,0,19,0
0.016784,0,3,0
0.053548,227,727,0.312242091
0.035273,3,6,0.5
0.128154,7,30,0.233333333
0.01865,3,9,0.333333333
0.079612,34,120,0.283333333
0.034789,1,6,0.166666667
0.087287,1168,5140,0.227237354
0.016609,0,2,0
0.056523,19,76,0.25
0.021359,3,13,0.230769231
0.056745,1,2,0.5
0.08667,1,1,1
0.086784,39,147,0.265306122
0.065859,16,47,0.340425532
0.084248,0,1,0
0.031373,76,304,0.25
0.051048,138,445,0.31011236
0.039406,243,956,0.2541841
0.028689,101,478,0.211297071
0.035852,1,1,1
0.088542,1,5,0.2
0.133498,72,321,0.224299065
0.021848,18,63,0.285714286
0.030831,85,358,0.237430168
0.040456,1,2,0.5
0.036576,1,2,0.5
0.056195,2,5,0.4
0.478091,35,337,0.103857567
0.093567,3,6,0.5
0.263523,1,5,0.2
0.084348,13,53,0.245283019
0.079195,22,74,0.297297297
0.038742,17,47,0.361702128
0.104006,6,14,0.428571429
0.017817,1,3,0.333333333
0.128037,358,1780,0.201123596
0.041959,278,1286,0.216174184
0.083984,2,3,0.666666667
0.184506,31,106,0.29245283
0.021517,27,107,0.252336449
0.017366,0,1,0
0.237023,0,2,0
0.128103,9,29,0.310344828
0.040614,13,41,0.317073171
0.074628,0,1,0
0.11847,2695,14321,0.188185183
0.022113,12,69,0.173913043
0.049614,118,360,0.327777778
0.099228,2,6,0.333333333
0.019803,17,58,0.293103448
0.074125,45,216,0.208333333
0.021492,14,62,0.225806452
0.023473,87,327,0.266055046
0.108253,0,3,0
0.014801,0,5,0
0.039103,3,14,0.214285714
0.023389,7,23,0.304347826
0.027789,100,505,0.198019802
0.036364,1,8,0.125
0.032275,382,1633,0.233925291
0.046575,3,7,0.428571429
0.082107,40,125,0.32
0.086711,75,345,0.217391304
0.023538,33,134,0.246268657
0.131306,447,2324,0.192340792
0.129914,3,13,0.230769231
0.024325,39,170,0.229411765
0.0373,3,14,0.214285714
0.040064,0,2,0
0.106149,3385,17548,0.192899476
0.015153,1,4,0.25
0.17178,299,1501,0.199200533
0.060486,2,8,0.25
0.042211,19,67,0.28358209
0.174371,18,115,0.156521739
0.038236,176,791,0.222503161
0.0553,18,44,0.409090909
0.031497,111,346,0.320809249
0.052583,0,3,0
0.021719,17,74,0.22972973
0.05,1926,11886,0.162039374
0.088697,1,2,0.5
0.166091,3804,26788,0.142003882
0.02519,9,32,0.28125
0.020897,13,35,0.371428571
0.103819,126,410,0.307317073
0.083045,4049,32934,0.122942855
0.056682,290,929,0.312163617
0.028384,1,2,0.5
0.070033,17,48,0.354166667
0.111494,4,9,0.444444444
0.028456,112,556,0.201438849
0.040622,2,8,0.25
0.034922,462,2475,0.186666667
0.155794,0,1,0
0.170996,1,1,1
0.047741,48,176,0.272727273
0.058222,1938,13536,0.143173759
0.054133,301,965,0.311917098
0.017514,0,11,0
0.154713,25,106,0.235849057
0.024008,36,159,0.226415094
0.06576,453,1683,0.26916221
0.035355,470,2478,0.189669088
0.19245,453,2978,0.152115514
0.070933,789,3102,0.254352031
0.025031,13,50,0.26
0.018519,0,2,0
0.253546,284,1698,0.167255595
0.291111,2,7,0.285714286
0.113822,4,9,0.444444444
0.018544,2,2,1
0.130931,147,653,0.225114855
0.017946,2,3,0.666666667
0.079305,71,368,0.192934783
0.112588,106,370,0.286486486
0.12088,3,15,0.2
0.108665,2,5,0.4
0.041345,619,3849,0.160820992
0.020391,4,23,0.173913043
0.016922,0,1,0
0.018481,1,1,1
0.110657,98,364,0.269230769
0.017355,0,1,0
0.040927,1,8,0.125
0.016884,0,1,0
0.025416,12,47,0.255319149
0.019795,1,3,0.333333333
0.120605,3870,20882,0.185327076
0.306186,35,203,0.172413793
0.016961,0,1,0
0.030185,0,1,0
0.109181,106,401,0.264339152
0.088852,32,88,0.363636364
0.023702,47,201,0.233830846
0.168763,25,140,0.178571429
0.072739,56,198,0.282828283
0.298807,0,4,0
0.068041,1288,7667,0.167992696
0.019007,0,1,0
0.119713,3,13,0.230769231
0.102262,1,3,0.333333333
0.220193,31,151,0.205298013
0.029161,46,134,0.343283582
0.046499,48,143,0.335664336
0.033638,0,5,0
0.055385,7,43,0.162790698
0.113796,147,662,0.222054381
0.028964,36,162,0.222222222
0.163663,14,39,0.358974359
0.088302,1,2,0.5
0.108112,98,387,0.253229974
0.049938,6,25,0.24
0.220863,1,2,0.5
0.042601,2,6,0.333333333
0.027331,1,1,1
0.053537,0,2,0
0.015385,0,1,0
0.049207,4,14,0.285714286
0.032902,0,3,0
0.035624,147,626,0.234824281
0.020265,6,21,0.285714286
0.029111,222,970,0.228865979
0.100157,3,7,0.428571429
0.157243,15,66,0.227272727
0.095588,15,81,0.185185185
0.016211,1,1,1
0.089443,3605,26781,0.134610358
0.075858,0,3,0
0.219971,0,1,0
0.02965,5,7,0.714285714
0.25049,43,201,0.213930348
0.076696,2884,19877,0.145092318
0.084182,49,165,0.296969697
0.09066,48,168,0.285714286
0.058421,12,38,0.315789474
0.046778,15,37,0.405405405
0.452267,25,174,0.143678161
0.037496,4,20,0.2
0.07151,5,18,0.277777778
0.058722,1950,14074,0.138553361
0.046225,347,1762,0.196935301
0.049507,529,2645,0.2
0.060796,1,5,0.2
0.172935,15,52,0.288461538
0.083722,0,2,0
0.105021,4,11,0.363636364
0.068853,0,1,0
0.037107,5,27,0.185185185
0.070491,520,2132,0.243902439
0.023137,6,21,0.285714286
0.162221,499,3119,0.159987175
0.145865,534,2862,0.186582809
0.080992,0,3,0
0.062776,480,1585,0.302839117
0.167132,0,1,0
0.062554,6,9,0.666666667
0.018443,1,6,0.166666667
0.021129,12,58,0.206896552
0.042954,3,12,0.25
0.030447,1,2,0.5
0.272166,1,8,0.125
0.017075,1,6,0.166666667
0.031446,0,1,0
0.054718,6,34,0.176470588
0.146549,4,23,0.173913043
0.018054,3,4,0.75
0.103626,0,3,0
0.042679,2,6,0.333333333
0.114374,5,14,0.357142857
0.149592,15,49,0.306122449
0.069655,5,23,0.217391304
0.093026,44,179,0.245810056
0.226455,2,7,0.285714286
0.051131,110,383,0.287206266
0.049029,752,3448,0.218097448
0.016287,0,1,0
0.108148,0,1,0
0.082426,0,2,0
0.024001,11,37,0.297297297
0.024663,7,35,0.2
0.066915,4,23,0.173913043
0.186501,4985,35420,0.140739695
0.40452,348,2713,0.128271286
0.081923,87,333,0.261261261
0.057156,0,1,0
0.019537,3,16,0.1875
0.049462,97,353,0.274787535
0.074536,4918,36752,0.133815847
0.033059,189,972,0.194444444
0.092362,68,246,0.276422764
0.028537,39,163,0.239263804
0.059821,3,8,0.375
0.021796,18,88,0.204545455
0.020032,1,2,0.5
0.174667,593,2876,0.206189152
0.017937,0,2,0
0.048795,1732,10800,0.16037037
0.024807,57,234,0.243589744
0.263117,602,3764,0.159936238
0.042448,681,4451,0.152999326
0.147442,480,2824,0.169971671
0.01708,1,1,1
0.027896,156,624,0.25
0.04354,30,108,0.277777778
0.081061,0,1,0
0.083406,1468,6410,0.229017161
0.088388,2172,14474,0.15006218
0.020412,10,45,0.222222222
0.089048,66,232,0.284482759
0.063443,1,1,1
0.048295,74,263,0.281368821
0.039684,545,3471,0.157015269
0.345033,0,2,0
0.022451,13,49,0.265306122
0.127128,2,9,0.222222222
0.159223,433,2076,0.208574181
0.040096,1,4,0.25
0.132686,1,1,1
0.050556,141,434,0.324884793
0.03637,165,722,0.228531856
0.021637,5,14,0.357142857
0.036484,0,2,0
0.067003,0,1,0
0.116642,0,1,0
0.024077,38,200,0.19
0.033544,1,7,0.142857143
0.122284,2,12,0.166666667
0.06868,1148,7257,0.15819209
0.027563,1,1,1
0.122398,0,3,0
0.021243,2,9,0.222222222
0.074906,3,6,0.5
0.164845,0,1,0
0.039111,12,46,0.260869565
0.018798,3,11,0.272727273
0.015992,1,1,1
0.043153,2,11,0.181818182
0.016795,0,2,0
0.151911,307,1507,0.203715992
0.302372,66,324,0.203703704
0.026171,102,457,0.223194748
0.118125,119,457,0.260393873
0.061288,1,1,1
0.029781,0,1,0
0.037596,3,14,0.214285714
0.023918,12,42,0.285714286
0.024603,7,22,0.318181818
0.021953,22,84,0.261904762
0.12315,6,17,0.352941176
0.031435,78,297,0.262626263
0.023803,102,311,0.327974277
0.029514,43,193,0.222797927
0.037075,0,7,0
0.422577,0,4,0
0.026726,94,456,0.206140351
0.073967,10,25,0.4
0.079333,14,58,0.24137931
0.024485,14,61,0.229508197
0.0541,1,2,0.5
0.160357,360,1856,0.193965517
0.156386,15,49,0.306122449
0.062746,22,106,0.20754717
0.039778,281,1294,0.217156105
0.016233,1,3,0.333333333
0.048564,547,2560,0.213671875
0.056011,531,1650,0.321818182
0.014825,1,1,1
0.0548,23,52,0.442307692
0.265372,2,4,0.5
0.049386,925,5967,0.155019273
0.088083,36,121,0.297520661
