cos	nums
0.018798	9
0.015992	0
0.043153	14
0.016795	18
0.151911	1514
0.302372	325
0.026171	439
0.118125	407
0.061288	0
0.029781	1
0.037596	12
0.023918	38
0.024603	18
0.021953	73
0.12315	11
0.031435	274
0.023803	275
0.029514	173
0.037075	9
0.422577	4
0.026726	475
0.073967	20
0.079333	52
0.024485	59
0.0541	1
0.160357	1836
0.156386	43
0.062746	105
0.039778	1263
0.016233	3
0.048564	2446
0.056011	1442
0.014825	0
0.0548	37
0.265372	3
0.049386	6306
0.088083	101
0.051778	6
0.244949	3474
0.03315	1107
0.03125	367
0.045525	107
0.115045	532
0.042875	1986
0.021948	18
0.017747	2
0.456435	7
0.042258	6946
0.047727	13
0.037878	1
0.043811	5
0.19104	2
0.078522	0
0.306786	322
0.022774	26
0.074444	2
0.516398	10389
0.017303	9
0.025777	340
0.022383	18
0.021058	30
0.063844	2
0.019733	3
0.098907	215
0.108069	2
0.043033	7049
0.036588	5
0.023212	9
0.054456	5
0.016158	3
0.061028	0
0.017162	9
0.226134	114
0.20795	195
0.139272	24
0.099844	3
0.024784	108
0.094544	2
0.294174	260
0.127827	1
0.031427	2
0.051031	3826
0.019499	11
0.11243	12
0.018167	9
0.13838	1552
0.054841	542
0.076416	3948
0.035806	3230
0.029827	270
0.088238	3
0.082824	1
0.018993	20
0.180334	11
0.020016	8
0.025751	69
0.204124	15868
0.093377	1
0.111035	452
0.051299	16160
0.023676	48
0.037113	2
0.206041	68
0.239046	28080
0.061624	8
0.023281	72
0.148047	31
0.080582	325
0.105963	9
0.080241	1
0.016788	0
0.05726	13726
0.046424	2287
0.022011	17
0.094632	145
0.019905	1
0.057977	892
0.102463	2
0.022617	90
0.089245	137
0.043592	96
0.104828	1184
0.051571	3782
0.02176	13
0.110096	10100
0.01349	3
0.022228	4
0.112243	7
0.029814	830
0.025222	50
0.123299	5
0.240966	4288
0.019069	8
0.054882	4510
0.262613	6
0.095059	4
0.239732	6
0.019657	3
0.060671	4
0.072654	26
0.046932	21
0.145479	3
0.064135	1
0.053168	696
0.031466	840
0.085126	448
0.035007	705
0.234888	201
0.066965	149
0.091526	2
0.069843	20076
0.045083	2002
0.051988	8001
0.093386	6
0.04074	24
0.09794	1
0.01849	15
0.053623	3
0.01898	5
0.057522	0
0.176261	106
0.018319	5
0.255377	2
0.043937	2
0.076348	1
0.171341	42
0.017832	3
0.014681	0
0.021801	11
0.051726	557
0.209427	0
0.071554	1
0.050395	365
0.020541	60
0.070908	31
0.029696	1
0.062759	5
0.163956	0
0.037037	6
0.039801	37
0.073084	16
0.035777	9
0.088823	5
0.094868	209
0.018586	1
0.358057	13
0.066299	1468
0.020797	15
0.015723	1
0.215353	47
0.059761	26764
0.018245	2
0.070273	1851
0.27735	3614
0.090466	1
0.142766	14
0.099689	1
0.077331	38
0.017595	7
0.06182	9
0.023669	169
0.032009	276
0.038313	26
0.100631	14279
0.114332	4
0.060193	4839
0.02813	0
0.102778	3
0.068825	31
0.028352	187
0.055565	1
0.056245	1
0.076053	1
0.023125	116
0.089642	158
0.05795	1
0.020244	35
0.019192	16
0.043386	101
0.096872	1
0.131559	829
0.106399	430
0.12	430
0.02595	311
0.081499	70
0.131056	28
0.08073	1
0.099075	2
0.038014	816
0.019062	3
0.059584	2
0.13012	12
0.039567	62
0.025565	234
0.044475	2
0.047836	19
0.034975	3
0.104328	5
0.032325	5
0.046625	12563
0.018212	6
0.065543	15
0.085436	449
0.04	2951
0.020286	32
0.342997	14
0.017636	1
0.040242	58
0.01544	1
0.666667	10
0.037165	829
0.110883	19
0.035522	4
0.263752	257
0.111111	1020
0.116881	1
0.014849	1
0.381385	399
0.035109	27
0.10243	2
0.069375	25
0.018765	35
0.115385	7
0.039014	26
0.029907	1
0.056847	1
0.033389	3
0.019335	10
0.066336	2
0.076547	0
0.077981	59
0.022798	15
0.035863	6
0.043355	1509
0.014887	0
0.025238	149
0.03673	19
0.01978	3
0.03408	1
0.026261	357
0.030179	2
0.096077	232
0.067591	15
0.018066	5
0.155417	1
0.542326	5
0.045349	148
0.083689	89
0.015608	0
0.912871	4
0.023033	164
0.091119	3
0.016352	2
0.024884	204
0.210819	21376
0.053838	12781
0.080452	0
0.015948	1
0.068802	1737
0.031702	1179
0.121466	741
0.036545	8
0.164957	7
0.095755	0
0.028256	1
0.377964	3561
0.123738	9
0.024574	11
0.019017	10
0.021262	16
0.178174	6
0.157135	4
0.019703	3
0.017949	2
0.02004	17
0.015827	1
0.043959	68
0.180579	48
0.108536	10
0.078621	8
0.018885	0
0.131024	0
0.102538	9
0.109985	10
0.186989	2
0.024723	48
0.046274	3
0.104685	10005
0.022086	57
0.017889	10
0.220564	1515
0.025549	57
0.069862	0
0.047471	245
0.052852	21
0.073274	2651
0.018221	2
0.094118	2
0.365148	19992
0.021339	6
0.030429	1087
0.620174	1
0.109435	1
0.223607	82058
0.072421	0
0.061285	1247
0.028778	0
0.059293	9
0.156652	2
0.023344	143
0.060609	1
0.015303	1
0.030861	917
0.06742	36285
0.014793	1
0.056254	6102
0.424264	4233
0.367607	1
0.063815	12
0.112987	261
0.021497	10
0.036961	657
0.017961	0
0.283981	5
0.246598	76
0.026216	398
0.01799	3
0.017761	2
0.033729	1
0.320256	8
0.076948	48
0.02006	31
0.027951	842
0.026387	0
0.017013	1
0.028262	119
0.079872	2
0.035028	1770
0.191273	3
0.046524	11
0.018715	6
0.051112	1
0.227921	1
0.730297	155
0.056146	1
0.032951	1
0.039073	2701
0.072932	11472
0.130189	2350
0.080648	4735
0.027277	125
0.034001	1647
0.045291	114
0.170251	9
0.109476	12
0.046562	180
0.101827	4
0.038292	1
0.022542	25
0.054056	1
0.16641	1249
0.049237	234
0.054034	511
0.126745	5
0.109691	25
0.03434	611
0.018048	12
0.230089	4246
0.021176	36
0.084895	5981
0.095106	223
0.019745	16
0.041523	5046
0.01676	4
0.046738	1
0.019404	4
0.257248	239
0.07785	24603
0.033264	1
0.055517	7
0.039559	3
0.037242	2
0.111456	1
0.029361	1189
0.048892	1
0.096309	2
0.017756	2
0.022473	168
0.102003	179
0.096589	6
0.162698	1165
0.024913	0
0.032338	1
0.027156	73
0.018393	9
0.094281	6148
0.065795	138
0.106525	2
0.019245	57
0.033928	8
0.095831	140
0.030307	5
0.061869	1738
0.085714	64
0.017434	11
0.075	48
0.0411	1118
0.126809	24
0.046127	6558
0.249136	2455
0.017525	1
0.090236	1
0.024754	55
0.100447	12
0.082903	2
0.072075	2455
0.018107	6
0.028217	156
0.016976	2
0.074953	189
0.015811	1
0.05912	6
0.353553	6203
0.016927	4
0.030657	369
0.027929	0
0.121967	568
0.055815	57
0.547723	2160
0.030066	0
0.063119	122
0.014441	1
0.040161	4799
0.050965	11546
0.026329	0
0.094597	4
0.100125	1
0.024398	282
0.29361	1
0.017408	2
0.08123	0
0.11722	849
0.02414	13
0.109068	1
0.026444	291
0.173749	59
0.015694	0
0.137199	23
0.019901	14
0.216169	1
0.017487	2
0.014479	2
0.043083	193
0.024633	28
0.066421	17
0.078903	0
0.215666	0
0.255551	153
0.260931	201
0.041478	61
0.044119	90
0.056294	0
0.137038	3
0.022822	169
0.132583	25
0.018818	2
0.024042	174
0.049752	2630
0.232889	275
0.392232	11
0.022428	29
0.068394	2
0.014517	0
0.107676	10870
0.052981	616
0.053452	12114
0.029409	1
0.029894	1
0.029748	733
0.240772	13
0.045502	25
0.033408	519
0.030934	1072
0.177332	4
0.035438	22
0.156293	71
0.076249	12690
0.016169	0
0.039314	1
0.014752	1
0.265165	137
0.094491	14894
0.056569	814
0.04461	138
0.026126	282
0.073324	205
0.091713	191
0.015952	1
0.075324	2987
0.058596	1215
0.019507	1
0.070057	2246
0.150946	2053
0.033962	3
0.109599	2
0.062084	8
0.028172	727
0.150329	6
0.101535	678
0.032296	2
0.106332	15
0.126211	581
0.044335	167
0.114624	387
0.098268	2
0.197546	125
0.095618	5
0.027778	123
0.082479	313
0.037932	2123
0.021678	15
0.018554	14
0.053882	1
0.014199	0
0.75	14
0.051232	12
0.024425	1
0.214176	2
0.084116	7
0.099015	762
0.053	3538
0.0178	2
0.04899	1
0.019593	21
0.105279	6
0.032682	0
0.056232	783
0.028513	628
0.024618	236
0.068843	147
0.015851	5
0.094679	6
0.034943	15
0.014434	1
0.175682	0
0.035136	1356
0.081954	90
0.034249	6
0.16538	18
0.039762	15
0.083462	3
0.060718	1050
0.082761	274
0.119737	4
0.038962	31
0.053262	734
0.6	999
0.020966	23
0.058346	944
0.070554	0
0.030557	0
0.041451	15
0.044108	5
0.033662	2
0.136505	1
0.033501	1
0.025649	346
0.116423	22
0.129777	15
0.033195	0
0.06725	78
0.057073	31
0.092848	13177
0.048737	13
0.169638	2
0.058948	1
0.019784	32
0.043437	4283
0.01451	2
0.068904	1
0.025482	339
0.042934	135
0.018173	11
0.049862	1
0.125196	1
0.09759	43406
0.063628	70
0.045233	151
0.105045	9
0.109399	6
0.210352	3
0.074023	2369
0.084234	1
0.894427	5
0.026316	65
0.056456	950
0.229039	92
0.016988	2
0.03432	1
0.290191	239
0.241209	276
0.049844	282
0.051949	0
0.023088	35
0.015542	1
0.165647	92
0.119952	2
0.043396	14
0.018666	9
0.017803	8
0.020211	2
0.02501	2
0.126176	11
0.056614	4695
0.073367	1
0.058824	49
0.022792	126
0.020178	6
0.116692	5
0.0406	1
0.033357	4
0.043478	0
0.035002	9
0.055793	969
0.017025	2
0.030643	1048
0.05595	2
0.089964	8
0.027179	1
0.071497	0
0.069213	2626
0.081992	6053
0.118678	1928
0.099558	10
0.193649	1847
0.022338	15
0.024581	257
0.029699	3
0.030661	0
0.057896	0
0.072452	1
0.021272	56
0.316228	51794
0.077563	3
0.19518	25825
0.037372	1022
0.041126	67
0.041922	5
0.231455	138
0.018233	8
0.040522	1
0.1	62848
0.205847	3
0.038001	7
0.016855	5
0.090582	1
0.106066	352
0.064889	1370
0.018125	1
0.04103	2
0.326164	6
0.267261	3793
0.074744	269
0.064216	1305
0.047619	8
0.022869	10
0.051469	416
0.024225	12
0.152057	1
0.152894	879
0.016586	0
0.152277	36
0.018557	6
0.101015	722
0.044455	1
0.080466	101
0.042024	50
0.151446	1
0.045549	4
0.03783	13
0.086173	6
0.288675	10237
0.03518	445
0.084819	446
0.03253	1228
0.027116	688
0.041416	9
0.086966	104
0.047538	220
0.019052	12
0.157027	1452
0.029377	2
0.032141	268
0.209657	7
0.042352	121
0.096674	847
0.180907	2866
0.022076	28
0.121435	5
0.041849	6
0.021035	74
0.038706	16
0.061174	2
0.044947	4320
0.098058	12040
0.016458	0
0.028355	2
0.021467	48
0.05164	8873
0.229416	4359
0.014776	1
0.017612	2
0.038662	1
0.061721	1043
0.027821	117
0.040555	1553
0.069282	34
0.031863	1349
0.04091	40
0.018042	2
0.092582	169
0.095346	43540
0.09811	218
0.053149	28
0.078567	263
0.165521	1
0.123443	16
0.790569	11
0.045739	3
0.066585	5
0.061689	12
0.02344	187
0.024507	255
0.039746	9
0.018474	9
0.035072	0
0.035875	4
0.065465	21
0.032747	8
0.037562	20
0.027566	86
0.357771	210
0.071107	26
0.016054	1
0.190693	32461
0.017493	1
0.02052	39
0.075761	1
0.389249	3
0.023729	25
0.022763	93
0.090618	7
0.031404	2
0.038851	45
0.149071	50375
0.161749	88
0.057354	5655
0.358569	4399
0.02069	3
0.030083	656
0.040698	50
0.092803	101
0.321288	332
0.026029	64
0.038576	994
0.07259	3
0.075354	14
0.069636	0
0.066503	29
0.032129	1
0.018848	2
0.273179	5
0.019444	23
0.077615	314
0.024218	136
0.018257	11
0.092623	1
0.060048	1
0.113776	5
0.065622	7
0.027441	134
0.240192	185
0.170561	56
0.111154	8
0.23094	31229
0.056097	0
0.022917	25
0.051709	11
0.054473	28
0.120331	2
0.039881	40
0.20739	7
0.140981	17
0.015741	1
0.016148	5
0.022445	189
0.018113	4
0.052705	15268
0.031068	242
0.066815	10589
0.130744	1
0.083117	0
0.048224	8018
0.018185	6
0.06919	10
0.107366	3
0.021657	30
0.034478	2
0.021577	9
0.150756	18792
0.048853	22
0.090289	1
0.103757	6
0.035245	1305
0.076151	0
0.036454	3
0.026537	453
0.013521	1
0.082339	4767
0.03092	1
0.035578	2101
0.21693	22314
0.06003	906
0.023603	112
0.035692	2401
0.040489	3335
0.020672	32
0.189832	4
0.049088	7558
0.087706	28378
0.028913	0
0.038526	14
0.020278	4
0.148556	45
0.143444	0
0.021301	14
0.057831	47
0.032739	7
0.084667	0
0.179605	4228
0.097642	4
0.062897	16
0.024961	227
0.07875	3753
0.032478	348
0.039436	0
0.026575	58
0.068734	19
0.062622	15709
0.047977	1
0.049875	8
0.507093	2226
0.6742	10
0.159364	35
0.051678	0
0.107075	260
0.075094	5
0.020378	2
0.018122	12
0.067217	1
0.036008	6
0.037987	9
0.111369	13
0.063387	15
0.098295	1
0.017733	12
0.016891	6
0.072169	9655
0.126491	14039
0.056393	9
0.019331	2
0.058926	6002
0.032969	1636
0.125988	1708
0.045944	207
0.04053	51
0.087519	126
0.017926	1
0.038419	23
0.018814	4
0.173205	1460
0.031369	1
0.08978	0
0.035411	3
0.2	63436
0.082447	0
0.020655	5
0.139686	18374
0.056433	41
0.036394	2004
0.01403	2
0.025863	295
0.033127	2
0.031802	1
0.036214	9
0.044777	320
0.070613	25
0.096449	10876
0.083588	1
0.018778	7
0.055216	3683
0.30429	4
0.074193	30
0.04845	7
0.142134	4
0.041065	1
0.037763	7
0.13484	67414
0.027318	477
0.034658	2
0.01433	1
0.027815	1
0.033615	1475
0.023156	145
0.044227	86
0.028341	601
0.046374	8864
0.119257	4
0.064416	74
0.025449	51
0.093477	126
0.259938	1
0.015982	1
0.053709	1
0.043335	82
0.069171	122
0.056166	38
0.120972	681
0.016667	4
0.023492	34
0.603023	7
0.045596	8
0.103882	0
0.066749	17
0.066018	5
0.079724	2
0.088045	473
0.021542	76
0.019371	22
0.076571	63
0.048085	176
0.071157	2664
0.059235	16217
0.275241	3
0.019481	12
0.092494	2
0.015048	1
0.08171	4
0.057907	3
0.043727	8
0.23355	2203
0.045222	15
0.189737	2945
0.08589	79
0.181369	1
0.062932	1061
0.017869	1
0.067729	145
0.028061	630
0.065079	11
0.026803	108
0.026619	1
0.049568	27
0.027204	1
0.018063	3
0.060241	9
0.072868	29
0.034879	0
0.027629	636
0.049538	300
0.034376	2
0.039904	1237
0.08269	4030
0.015467	3
0.051554	395
0.032509	2
0.015802	1
0.087601	3
0.184115	2
0.095893	9875
0.021567	68
0.022565	64
0.123718	20
0.153093	54
0.087333	107
0.065583	1306
0.474342	2267
0.041776	10
0.017461	3
0.01717	0
0.458831	18
0.069043	0
0.02381	22
0.056898	4
0.018282	1
0.032547	388
0.215166	0
0.14199	1
0.282843	25160
0.070809	25
0.084515	55800
0.06482	97
0.019462	11
0.125245	17799
0.034259	465
0.094916	756
0.038462	719
0.018748	16
0.075834	45
0.047298	71
0.213809	149
0.097301	4
0.039284	675
0.043133	127
0.040723	1
0.067884	91
0.06247	1195
0.086387	428
0.067267	129
0.038895	1
0.193167	1
0.333333	2927
0.167542	59
0.078446	3277
0.235702	3267
0.022881	130
0.077203	42
0.090909	568
0.053916	4469
0.274721	1
0.019317	4
0.044856	2
0.021167	13
0.113592	12546
0.060363	1
0.074421	24
0.074278	2871
0.206725	2
0.383482	15
0.084991	0
0.024515	36
0.063564	1925
0.041931	35
0.032703	1082
0.018647	1
0.019567	3
0.018242	5
0.0438	154
0.016772	0
0.061142	1233
0.036014	9
0.063175	12
0.022704	95
0.755929	4
0.018725	1
0.040572	22
0.068599	1812
0.041039	27
0.03832	11
0.089353	3
0.0343	1229
0.016418	2
0.20702	2429
0.061575	1349
0.088736	550
0.057417	4
0.109272	15750
0.123466	1
0.128506	544
0.127775	15022
0.052414	4692
0.034139	2
0.144639	1
0.0274	82
0.119523	53409
0.018602	2
0.485071	2
0.150117	18
0.090722	0
0.039193	17
0.072675	1
0.018294	2
0.114258	2
0.057001	1
0.140028	1994
0.048579	218
0.279751	3983
0.104151	5
0.125877	21
0.476731	7
0.024197	25
0.131519	17
0.040893	2
0.344124	256
0.052613	433
0.018405	1
0.089555	14
0.092319	10
0.182574	67883
0.026243	71
0.183533	127
0.057208	2
0.040258	1
0.707107	117
0.046945	309
0.024361	144
0.015859	1
0.042405	0
0.056705	64
0.140952	2
0.11523	3
0.044666	146
0.034586	587
0.030317	245
0.016648	1
0.019984	4
0.02253	96
0.021205	11
0.120483	421
0.031682	1
0.145575	48
0.33541	2754
0.023466	22
0.05748	0
0.052066	4
0.12946	1
0.845154	3
0.032466	1
0.117444	16586
0.047809	210
0.025555	1
0.069886	1
0.021636	1
0.116941	4
0.029504	3
0.062017	26401
0.034174	9
0.185058	2
0.034224	2
0.035663	10
0.030373	251
0.067806	1866
0.058849	1114
0.032616	1615
0.019231	11
0.015206	1
0.019649	16
0.038152	6
0.06111	5
0.042835	5312
0.097157	7
0.213201	4285
0.071383	2917
0.084853	121
0.091971	6
0.471405	7
0.170941	60
0.021477	24
0.198762	79
0.014841	1
0.038125	777
0.073193	36
0.127515	2
0.093865	1
0.066259	11
0.057682	2
0.018531	3
0.02616	1
0.035979	10
0.052382	1
0.118585	473
0.064927	21
0.018227	5
0.023039	55
0.027482	104
0.098029	1
0.015321	2
0.034483	3
0.080178	56
0.050782	1
0.062318	1385
0.034503	1914
0.017689	2
0.042718	1773
0.028677	160
0.067229	2170
0.06531	5
0.042371	7
0.131876	22515
0.051832	1
0.037966	16
0.044544	1585
0.220326	2
0.051215	419
0.816497	6
0.020924	5
0.030744	1
0.048679	73
0.046029	2462
0.058471	924
0.093968	2
0.082076	1
0.025607	299
0.03959	0
0.055757	0
0.301511	3584
0.040226	8
0.100504	844
0.020739	32
0.081801	35
0.018522	7
0.048015	309
0.416025	197
0.025278	227
0.078648	59
0.052926	18
0.023837	213
0.14415	21
0.131165	5
0.071429	6926
0.146059	28
0.089087	462
0.09375	8
0.051098	11
0.038633	2799
0.0848	1
0.065512	77
0.057448	91
0.050709	4
0.363803	180
0.022417	134
0.026426	67
0.036637	2278
0.8	67
0.029934	231
0.058498	4
0.125553	13
0.1849	7
0.078326	259
0.064018	6745
0.021224	108
0.135526	918
0.075378	10893
0.067612	2252
0.075059	2951
0.025683	70
0.016319	3
0.024056	31
0.045932	30
0.046188	298
0.014192	0
0.160128	3077
0.019263	7
0.040656	3682
0.054956	1
0.151099	2
0.192055	101
0.202548	103
0.338062	31374
0.171499	2938
0.116335	231
0.09267	1
0.079809	342
0.051917	18
0.029775	171
0.08737	609
0.032317	5
0.019227	7
0.027017	451
0.143839	1298
0.097078	215
0.025524	237
0.073472	0
0.103452	8
0.047272	221
0.038278	21
0.049814	14
0.035218	1
0.051367	27
0.1016	3
0.019146	1
0.052129	4836
0.041978	57
0.015171	0
0.036564	736
0.016964	5
0.103975	11854
0.042914	8
0.087039	9185
0.02055	12
0.53936	237
0.045061	112
0.016575	1
0.01525	1
0.045175	4034
0.072336	28
0.065003	4
0.085367	114
0.433013	110
0.027608	80
0.028006	578
0.051525	1
0.02837	0
0.014861	1
0.127	1491
0.123508	640
0.025994	415
0.020743	8
0.077589	81
0.044305	0
0.017691	8
0.040129	14
0.030715	1166
0.015911	2
0.05994	3
0.020628	41
0.024183	137
0.08	3754
0.034895	1
0.066372	126
0.02926	203
0.107833	1297
0.173032	1
0.097736	2
0.064106	5
0.068519	204
0.035944	3
0.021152	44
0.085023	73
0.109764	1324
0.086367	2
0.042705	1
0.204598	2937
0.145095	24854
0.049147	14
0.059028	41
0.09673	2
0.021369	39
0.035669	1
0.038433	1
0.044555	131
0.141069	17
0.014744	1
0.155963	1923
0.025854	39
0.083366	102
0.02098	8
0.086244	190
0.029298	790
0.112194	527
0.053666	1
0.038035	17
0.045408	5568
0.019288	1
0.018912	3
0.090784	4
0.083205	136
0.014086	0
0.030916	0
0.041301	52
0.020311	0
0.022966	24
0.05698	5390
0.028116	687
0.017547	0
0.016341	3
0.039413	33
0.082199	10785
0.069338	8177
0.129532	1
0.154533	41
0.07698	3794
0.052502	3
0.047088	8
0.045763	469
0.147542	26
0.030359	775
0.043113	0
0.097435	0
0.283473	114
0.01714	1
0.049447	34
0.029173	628
0.116052	0
0.060999	1486
0.079388	1
0.033952	5
0.022054	14
0.410391	370
0.038749	4
0.034442	1
0.037424	1
0.185496	44
0.032208	316
0.016867	5
0.227185	137
0.089324	3
0.099535	2
0.102299	165
0.248452	3
0.068399	1750
0.055153	808
0.018356	1
0.019477	4
0.034452	1
0.372104	2763
0.080757	85
0.052271	29
0.013928	1
0.187867	2124
0.024922	193
0.070888	168
0.058621	84
0.015782	1
0.06006	1
0.645497	3
0.021698	26
0.037696	21
0.196116	3219
0.089843	121
0.029412	170
0.147844	3
0.017239	1
0.017447	5
0.018983	7
0.036096	2
0.077557	3300
0.070225	46
0.024456	29
0.040121	97
0.033855	3
0.038243	12
0.052543	6
0.019968	3
0.10554	10
0.095443	6
0.254	9
0.03625	1
0.067505	14
0.038778	3230
0.06634	13
0.093891	2
0.071982	128
0.029251	1
0.027254	1
0.038384	14
0.051383	445
0.042993	1
0.147799	56
0.093633	2
0.015871	1
0.063529	12
0.117851	12696
0.022168	93
0.023649	28
0.03719	1
0.286446	294
0.095783	721
0.018915	12
0.01759	7
0.017917	6
0.039337	30
0.067937	14
0.039451	25
0.187523	83
0.029488	831
0.021281	11
0.017201	1
0.023063	161
0.036298	1
0.527046	6
0.041885	3301
0.02582	305
0.119334	32
0.135804	37
0.186339	0
0.023623	18
0.112115	21
0.07472	1
0.153897	807
0.059976	58
0.055234	1
0.064851	9
0.020395	2
0.066998	9
0.037043	11
0.048723	162
0.042033	3
0.40161	11
0.025078	206
0.072023	46
0.032595	3
0.063105	3
0.116248	1589
0.117363	1
0.074813	3
0.07581	218
0.054433	520
0.041595	2
0.018751	1
0.045314	4
0.251577	6
0.195283	141
0.138086	42
0.281718	4
0.069098	11
0.041135	6
0.083992	2
0.133631	16665
0.101764	8
0.11547	50646
0.08295	1
0.027842	478
0.07892	52
0.23694	111
0.077719	43
0.028615	1
0.039606	23
0.057378	957
0.132964	10
0.039528	4998
0.027359	89
0.132236	13
0.042689	84
0.091003	7
0.054339	1
0.06455	28093
0.025351	46
0.037503	5
0.017789	8
0.096028	7
0.030729	0
0.01744	1
0.055728	31
0.043853	6983
0.03435	9
0.04865	221
0.095077	0
0.433861	183
0.058113	1
0.02905	669
0.031814	320
0.359211	6
0.039375	3269
0.030802	1
0.076747	2
0.090453	139
0.0354	3
0.125436	35
0.3371	2
0.09525	6
0.072232	28
0.087186	2
0.033686	4
0.076472	210
0.031686	233
0.020637	5
0.147264	1338
0.063725	1354
0.113364	1
0.022972	128
0.146647	9
0.03326	333
0.050035	1
0.112747	16
0.04184	83
0.053376	27
0.14501	37
0.038208	3102
0.332182	179
0.133235	1
0.214286	131
0.018608	10
0.044444	219
0.01803	1
0.041794	44
0.107058	1
0.061951	5
0.015101	1
0.015076	1
0.065094	8794
0.203069	1
0.052144	0
0.04008	66
0.189661	2
0.140114	24
0.093704	111
0.199205	2
0.042796	9
0.129969	1
0.054534	416
0.020585	27
0.024369	82
0.017623	5
0.12958	34
0.105777	2
0.017555	13
0.06178	59
0.031762	1
0.022611	19
0.032791	1188
0.015841	1
0.085194	112
0.028928	704
0.020307	20
0.079894	57
0.060921	12
0.021017	15
0.107763	417
0.565685	320
0.063316	5
0.046816	270
0.105227	3
0.057027	654
0.180702	51
0.082729	111
0.017678	7
0.237171	2888
0.3849	8
0.106871	13
0.068288	15
0.017395	13
0.028298	0
0.061663	128
0.039299	25
0.076077	60
0.091574	6
0.031235	934
0.219265	2
0.104257	17944
0.036084	699
0.085671	6038
0.044324	5
0.020464	8
0.016819	3
0.15861	2
0.087932	10
0.042496	87
0.035892	7
0.056796	11404
0.025286	53
0.03996	36
0.019873	8
0.018033	4
0.141865	41
0.030571	856
0.019389	30
0.040782	53
0.067574	154
0.082887	80
0.052432	489
0.10351	233
0.340997	8
0.019	8
0.047246	2858
0.026207	65
0.045455	1923
0.101274	9923
0.018365	7
0.035093	738
0.035635	4
0.094943	4
0.069938	27
0.022942	93
0.019936	5
0.028989	632
0.612372	133
0.070014	8364
0.048337	3273
0.021843	19
0.050443	20
0.104765	205
0.08561	5
0.172062	45
0.091287	50458
0.073743	76
0.050767	2565
0.020129	1
0.094165	217
0.018804	26
0.071207	50
0.043315	4
0.057615	829
0.156893	39
0.054965	43
0.597614	14
0.075955	27
0.050508	2258
0.01709	3
0.078379	55
0.049162	338
0.100887	1
0.062137	59
0.022389	89
0.026631	389
0.077876	3
0.08064	2
0.134231	8
0.019555	19
0.092998	0
0.134459	12
0.0305	797
0.055685	1028
0.053683	28
0.100673	7
0.030411	0
0.017744	0
0.089803	16808
0.051434	17
0.016621	3
0.064051	1530
0.037898	15
0.01857	8
0.047673	10652
0.031159	948
0.05567	1
0.03872	1
0.028724	185
0.023187	162
0.169842	89
0.021884	17
0.015867	0
0.022033	81
0.185695	3193
0.024311	31
0.050252	2815
0.018182	5
0.052745	1
0.219529	4
0.032947	5
0.021442	30
0.149487	4
0.023756	21
0.042145	2
0.104447	213
0.027995	109
0.053795	1
0.032756	381
0.018411	8
0.040825	5508
0.143684	43
0.014949	1
0.020717	22
0.020851	33
0.02177	56
0.033806	1744
0.023094	148
0.195698	2831
0.020328	31
0.085592	1
0.169031	81425
0.018595	11
0.054818	1
0.096031	7
0.039653	1105
0.074261	2
0.071611	24090
0.037689	1014
0.0508	316
0.103203	233
0.148159	1496
0.021905	9
0.084215	383
0.021457	18
0.210042	128
0.02325	103
0.112911	3
0.018881	11
0.030457	2
0.091863	3
0.0635	6069
0.020101	63
0.020228	6
0.29173	11
0.130066	17
0.159901	74
0.069254	1
0.065388	10
0.019707	15
0.033186	427
0.03595	15
0.084141	5783
0.133333	18644
0.093761	10369
0.0762	36
0.019822	27
0.065372	113
0.028444	133
0.101419	290
0.046312	163
0.017932	7
0.045129	2
0.019433	1
0.031083	829
0.090933	0
0.095482	0
0.100901	0
0.042563	1340
0.017719	10
0.014471	1
0.030096	233
0.191741	2
0.069505	196
0.087894	167
0.208514	4321
0.041667	1324
0.018273	3
0.087391	2
0.092155	9
0.135225	19
0.186052	905
0.166667	12946
0.294086	85
0.035444	601
0.017226	1
0.0212	77
0.253185	0
0.052253	469
0.129701	744
0.035055	7
0.020806	33
0.058778	2
0.064179	5
0.036037	2049
0.046689	198
0.373002	333
0.059177	8
0.032191	1263
0.022852	145
0.018538	6
0.017213	0
0.017381	2
0.32969	18
0.013327	1
0.036424	5
0.018149	4
0.129099	82559
0.075235	26
0.01435	0
0.083527	128
0.078113	75
0.227038	2
0.029988	188
0.025724	2
0.015314	1
0.017874	2
0.17609	2
0.046474	6
0.07231	2371
0.060634	6537
0.016462	3
0.022785	0
0.019087	7
0.119098	2
0.022496	44
0.098374	198
0.041996	5
0.079368	4566
0.050882	363
0.055989	41
0.041703	3519
0.06449	1
0.05376	17
0.044257	0
0.01916	4
0.025959	43
0.225018	4
0.066118	1613
0.24544	8
0.035601	1
0.037333	6
0.063743	12
0.086977	2
0.062257	67
0.058168	7
0.166812	92
0.017175	3
0.044237	9
0.089482	5
0.041434	58
0.043489	89
0.234082	1
0.025318	325
0.036854	14
0.073632	72
0.161515	835
0.276026	158
0.02092	55
0.017368	2
0.060746	85
0.107143	7
0.027217	402
0.053529	13
0.024028	27
0.101112	3
0.125656	702
0.033864	485
0.234404	2
0.020097	1
0.058554	3
0.065407	1663
0.014858	1
0.033426	1079
0.312348	4
0.037629	16
0.036304	15
0.043274	12
0.016396	7
0.080408	3
0.129437	22
0.100951	6
0.024815	49
0.066667	21740
0.064401	33
0.016201	1
0.139876	648
0.116073	15
