cos	nums
0.030124	1
0.015179	4
0.046078	12
0.088889	1
0.06785	4
0.117489	2
0.108266	2
0.135147	0
0.326599	31
0.06044	355
0.030203	1
0.021082	11
0.019021	1
0.045268	542
0.048912	9
0.069468	8
0.062486	3
0.041389	22
0.044329	0
0.033903	289
0.203859	16
0.031039	0
0.0545	0
0.088453	1
0.017775	0
0.040996	695
0.019952	0
0.09325	5510
0.047206	73
0.0424	24
0.069561	4
0.065156	7
0.055375	0
0.148522	10
0.074883	12
0.034842	1
0.016529	1
0.201619	0
0.063758	16
0.133705	2
0.017314	0
0.139347	0
0.14072	0
0.044065	839
0.017656	1
0.077075	19
0.029463	70
0.032233	1
0.033672	1
0.060833	0
0.03698	4
0.023002	32
0.030289	127
0.044766	2
0.222222	0
0.039223	386
0.044023	367
0.055258	186
0.119791	4
0.020567	1
0.061494	1
0.170389	406
0.174574	13
0.127228	10
0.03383	2
0.021393	13
0.018673	1
0.016678	1
0.054366	0
0.055805	0
0.039261	6
0.031129	64
0.023636	31
0.153574	2
0.096169	1
0.098533	212
0.01963	5
0.017541	8
0.019188	1
0.052105	0
0.207614	0
0.067677	6
0.017125	0
0.055141	0
0.031782	214
0.082416	27
0.026038	56
0.074352	1
0.089109	1
0.056077	23
0.038069	425
0.071816	6
0.214834	588
0.078811	74
0.041274	0
0.67082	14
0.097231	1
0.014149	0
0.034763	0
0.021863	0
0.019492	0
0.125863	1
0.01996	1
0.0306	71
0.135457	0
0.060096	0
0.070244	0
0.031623	274
0.031273	1
0.12006	7
0.019217	10
0.063088	459
0.142314	7
0.030206	59
0.083624	144
0.028571	124
0.016064	0
0.033591	0
0.144338	1775
0.140642	303
0.141421	7025
0.021557	3
0.017582	2
0.026584	85
0.068323	0
0.322749	2
0.019375	2
0.067335	6
0.027907	37
0.064685	33
0.022333	14
0.018865	2
0.014178	0
0.121999	5
0.066832	5
0.02863	192
0.037729	0
0.123797	0
0.023237	3
0.087482	2
0.050818	1
0.176777	1842
0.027054	1
0.050315	1350
0.163517	0
0.191785	28
0.027166	93
0.063404	395
0.104865	0
0.181071	0
0.037769	0
0.117954	3
0.184289	186
0.040423	247
0.07763	0
0.046065	67
0.042524	0
0.015956	0
0.098773	1754
0.559017	1
0.05547	1790
0.061301	1
0.094412	1
0.101437	2
0.030517	1
0.037905	162
0.084785	0
0.016112	0
0.022305	25
0.226779	645
0.090951	1
0.035898	105
0.080904	42
0.408248	186
0.031923	0
0.060523	29
0.051848	795
0.205196	4643
0.025298	1
0.036948	4
0.030949	54
0.126323	4
0.1038	2
0.076822	11
0.066178	5
0.016845	0
0.023864	9
0.022727	3
0.013316	0
0.1875	21
0.105409	4994
0.019668	2
0.20937	8
0.061559	1
0.020833	5
0.100223	4
0.094809	1873
0.062828	0
0.083333	1604
0.022987	0
0.025516	15
0.124939	1
0.052342	1395
0.057789	3
0.030773	71
0.102095	0
0.260378	0
0.0647	7
0.136223	151
0.019522	0
0.130466	4688
0.111803	8685
0.070186	59
0.088465	50
0.041239	260
0.059628	357
0.032835	1
0.095211	0
0.020477	8
0.101593	1
0.017664	1
0.534522	1
0.106	198
0.060858	2134
0.033403	0
0.243975	0
0.102869	0
0.447214	1511
0.03555	4
0.745356	1
0.06415	57
0.033014	0
0.112022	4
0.054919	0
0.105593	5
0.057639	19
0.107872	2
0.032991	0
0.099801	1
0.0795	1
0.020515	2
0.019687	1
0.047878	69
0.122885	5
0.197066	1
0.063372	26
0.134164	160
0.015119	0
0.16	5
0.015875	0
0.0636	1
0.071247	24
0.074329	51
0.033172	0
0.025198	39
0.02199	10
0.050236	103
0.023783	7
0.01669	1
0.062351	1
0.019418	3
0.075569	1
0.015476	0
0.028808	144
0.094072	172
0.073922	50
0.02132	7
0.022272	7
0.017975	1
0.018939	3
0.10113	64
0.034026	0
0.025039	39
0.018952	19
0.121666	4
0.07705	0
0.237356	0
0.131991	1
0.043769	2
0.072369	1
0.029722	51
0.072787	807
0.058891	0
0.019174	1
0.035202	0
0.136399	4896
0.032552	1
0.060578	316
0.030254	2
0.071673	0
0.02	1
0.086793	1
0.177471	1
0.019302	0
0.120913	0
0.066291	0
0.070535	48
0.059549	24
0.110516	0
0.098324	1
0.0261	17
0.218543	30
0.12257	2
0.034837	168
0.078146	1338
0.246183	3
0.034149	1
0.024289	24
0.161296	21
0.031842	1
0.066519	39
0.02742	93
0.056048	0
0.019574	3
0.073302	21
0.014163	0
0.421637	35
0.068002	605
0.042786	28
0.107096	1
0.01786	1
0.029601	3
0.043696	40
0.294884	0
0.018844	3
0.044499	869
0.055577	248
0.025734	62
0.020121	16
0.034421	135
0.150649	6
0.100279	98
0.021296	16
0.063729	1
0.031027	1
0.023736	30
0.022559	19
0.030824	1
0.13159	0
0.121157	7
0.095637	2
0.053357	269
0.122169	380
0.122068	9
0.035082	1
0.037743	2
0.019811	0
0.024168	8
0.138426	15
0.042757	0
0.143223	3778
0.022751	3
0.015796	0
0.03949	6
0.233126	0
0.09934	1
0.015915	1
0.032376	0
0.018303	2
0.031296	0
0.052076	166
0.027237	30
0.184637	25
0.168281	8
0.106714	1
0.031265	1
0.020349	6
0.01472	0
0.03089	68
0.034737	1
0.018932	5
0.017645	0
0.01765	0
0.350823	42
0.035383	6
0.071408	12
0.126773	185
0.020162	7
0.266667	17
0.027472	106
0.060733	2
0.08554	25
0.036736	2
0.247436	1
0.016655	0
0.037823	7
0.017501	1
0.022537	0
0.127343	178
0.043073	0
0.041748	24
0.036334	4
0.064625	1
0.053074	1890
0.089331	1
0.032359	281
0.062284	4
0.325396	293
0.054554	728
0.016485	0
0.049629	12
0.019672	1
0.07417	0
0.066098	5
0.042295	6
0.26968	3263
0.042409	416
0.096825	52
0.046072	1
0.09245	104
0.104973	0
0.068359	35
0.060181	3
0.099723	34
0.024282	2
0.036606	4
0.089009	0
0.060412	22
0.02387	31
0.167248	0
0.044281	911
0.109545	84
0.016451	0
0.021054	4
0.015277	0
0.033567	2
0.053936	337
0.041559	5
0.058026	13
0.436436	0
0.052778	12
0.095564	0
0.020203	4
0.085057	3
0.15	287
0.088345	0
0.111417	71
0.054153	8
0.114208	152
0.115711	4
0.417029	3
0.058977	390
0.071714	6
0.029282	0
0.100314	1
0.039253	2
0.035164	2
0.028973	0
0.031189	87
0.029864	0
0.056493	1
0.036126	2
0.020695	6
0.08165	3513
0.03345	0
0.017667	0
0.015458	0
0.231869	0
0.053986	0
0.122988	161
0.040859	1
0.063036	3
0.014833	0
0.030261	82
0.107211	282
0.061314	36
0.036761	533
0.01838	3
0.024254	36
0.02967	48
0.020261	1
0.163908	499
0.097849	59
0.017705	9
0.054188	1
0.059444	17
0.08528	1443
0.041169	562
0.018925	1
0.20498	3
0.16843	0
0.028284	147
0.033333	379
0.10328	2334
0.101361	1
0.080322	4086
0.018334	3
0.152302	7
0.080257	0
0.06143	2730
0.058321	12
0.057166	18
0.066227	1227
0.071755	1
0.024434	36
0.01618	0
0.041082	13
0.020048	2
0.137361	293
0.044588	2
0.064033	4
0.025063	10
0.049922	127
0.049622	0
0.178885	2944
0.121806	1
0.039841	481
0.073855	16
0.034427	0
0.025889	10
0.157622	1
0.091627	0
0.025692	43
0.017001	1
0.022502	30
0.060933	0
0.155543	15
0.031388	154
0.018007	2
0.11094	2474
0.059643	2
0.124635	4
0.080524	1
0.050063	5
0.028958	0
0.197814	654
0.140488	9
0.040202	31
0.056949	1
0.307794	541
0.049266	800
0.091077	41
0.208013	9
0.069421	647
0.19803	1
0.139482	0
0.103264	3
0.098176	2440
0.035749	0
0.181902	7
0.053225	5
0.071796	39
0.023596	4
0.077324	0
0.227429	0
0.045644	1462
0.01718	0
0.097129	172
0.06396	3
0.196352	29
0.121046	0
0.020888	3
0.084382	1
0.063457	2
0.033482	172
0.08461	0
0.092057	118
0.099504	166
0.01705	1
0.025582	18
0.017857	1
0.057364	0
0.070515	10
0.061898	20
0.026958	27
0.056443	1
0.018683	0
0.073621	1
0.062124	1
0.180187	1
0.106904	2472
0.175562	17
0.086874	1354
0.043193	406
0.202031	1
0.280056	1
0.020829	11
0.018092	0
0.029715	0
0.03352	241
0.020195	2
0.031976	0
0.13525	14
0.036179	206
0.082323	0
0.059365	453
0.15396	8
0.022097	7
0.137604	2
0.015145	0
0.028583	38
0.06704	394
0.022184	4
0.096623	2
0.071837	1
0.105851	1
0.023689	0
0.200446	22
0.033558	110
0.189618	25
0.044173	44
0.53033	7
0.061237	2
0.024427	18
0.261712	1
0.066034	0
0.246932	1
0.188144	0
0.135613	4
0.034816	317
0.059409	1
0.050637	1418
0.141737	17
0.178017	21
0.017342	1
0.038597	5
0.035834	5
0.566947	12
0.022222	27
0.029004	0
0.044834	111
0.035921	315
0.286039	598
0.084705	1
0.070167	0
0.117192	4
0.02882	38
0.100791	1
0.016843	0
0.022195	19
0.02087	4
0.053283	0
0.033845	2
0.269408	40
0.042333	0
0.308607	2
0.082867	0
0.096573	46
0.037431	4
0.025094	10
0.082956	1
0.072884	1
0.044992	3
0.020447	1
0.022006	22
0.10171	66
0.019426	7
0.064327	2
0.066853	559
0.043895	5
0.130312	229
0.013955	1
0.217186	0
0.056776	0
0.090815	1414
0.059131	17
0.035328	1
0.017418	0
0.116445	3955
0.018418	2
0.07303	600
0.056344	2173
0.118211	2
0.076847	2
0.034627	0
0.023518	2
0.092253	1927
0.072976	8
0.109911	50
0.028398	197
0.02922	1
0.062869	25
0.024147	29
0.251976	1
0.028039	31
0.163984	18
0.107417	94
0.034275	5
0.052664	0
0.137505	8
0.033241	211
0.02765	30
0.039186	12
0.286299	0
0.038984	1
0.211289	0
0.159	21
0.093205	2
0.023162	11
0.1676	0
0.032858	0
0.026822	90
0.035714	220
0.372678	0
0.067625	0
0.096225	1596
0.016274	1
0.018455	0
0.056911	284
0.036515	339
0.268328	472
0.049767	133
0.071919	14
0.039344	0
0.042108	279
0.053644	197
0.025158	48
0.230633	0
0.01557	1
0.028868	218
0.090536	129
0.019858	0
0.030069	1
0.124035	6336
0.134704	9
0.024769	39
0.022119	3
0.068199	3012
0.020563	8
0.032444	245
0.050833	11
0.100472	1
0.035991	151
0.015962	0
0.03338	2
0.01716	1
0.091406	2
0.019157	4
0.038405	0
0.177705	281
0.132068	3
0.073127	51
0.047405	938
0.121447	0
0.026612	22
0.081312	1018
0.087538	1
0.105736	60
0.017767	1
0.106752	1
0.136083	379
0.045691	3
0.055902	3277
0.051813	141
0.074796	1042
0.038173	10
0.141108	7
0.121988	0
0.026307	59
0.041213	19
0.058277	0
0.20226	341
0.034021	135
0.021597	6
0.060424	0
0.19696	25
0.10056	75
0.016096	0
0.243332	31
0.034199	258
0.050078	125
0.032827	86
0.030168	1
0.023905	39
0.05341	0
0.060971	24
0.026352	79
0.033036	0
0.061085	1286
0.019842	11
0.061199	20
0.024731	31
0.030032	0
0.019121	2
0.087149	23
0.151186	4522
0.043519	398
0.033976	0
0.052632	10
0.130814	3
0.018732	0
0.272798	46
0.038348	724
0.070632	1
0.415227	1
0.019889	2
0.078193	0
0.021437	1
0.091168	1
0.027343	0
0.070129	11
0.069007	2476
0.037582	183
0.085868	2
0.018078	0
0.030994	0
0.153393	3211
0.034529	2
0.258199	4735
0.074651	13
0.021344	13
0.037171	3
0.026679	113
0.015497	0
0.065779	25
0.111187	1
0.01729	2
0.031883	2
0.098924	3
0.147087	15
0.046004	97
0.0522	4
0.017903	3
0.042737	23
0.092376	0
0.019139	0
0.016044	0
0.064775	9
0.077267	939
0.029019	1
0.021926	15
0.036226	0
0.044721	1221
0.086459	1
0.068915	10
0.395285	1
0.070948	0
0.194029	6
0.059526	0
0.021537	7
0.088273	56
0.194257	2
0.866025	0
0.024845	80
0.313112	1
0.06864	1
0.092131	1
0.055048	1287
0.016737	3
0.021148	5
0.125109	250
0.201008	2
0.051187	0
0.179284	398
0.676123	13
0.028823	3
0.774597	0
0.021617	21
0.039148	8
0.033734	1
0.177123	9
0.279508	0
0.05145	0
0.017778	0
0.02037	11
0.015752	0
0.04897	5
0.087781	1
0.079472	27
0.037529	470
0.046324	2
0.053995	7
0.029566	47
0.228748	34
0.013941	0
0.113228	284
0.037477	180
0.020146	1
0.04207	672
0.053606	888
0.060984	5
0.016701	0
0.047946	1178
0.079556	76
0.027267	80
0.138675	1670
0.034711	288
0.025118	57
0.045584	111
0.190347	2
0.113067	3
0.079167	1
0.055364	262
0.0812	21
0.071474	0
0.037203	0
0.051503	2
0.021693	16
0.038139	5
0.03405	1
0.032725	1
0.248069	2860
0.02921	86
0.057496	285
0.06	2
0.065528	0
0.088779	1
0.062994	1159
0.029013	47
0.037864	6
0.170005	0
0.052164	136
0.046881	1133
0.1066	2090
0.020708	0
0.028943	5
0.060547	1
0.118958	8
0.07746	12
0.07144	0
0.179787	26
0.048622	23
0.034581	0
0.01992	2
0.020362	1
0.064475	4
0.1905	17
0.020943	15
0.174078	342
0.086548	1
0.028793	1
0.068644	18
0.020434	4
0.136797	3
0.032769	0
0.019132	1
0.107694	5
0.042544	31
0.029683	140
0.632456	65
0.047351	11
0.39036	18
0.020294	1
0.081469	2
0.031944	346
0.082261	36
0.048168	3
0.062691	1
0.030535	1
0.03288	252
0.244339	0
0.020784	6
0.061047	0
0.036466	201
0.136004	5
0.037235	2
0.023287	5
0.045466	72
0.075391	0
0.0353	1
0.130558	7
0.05988	1
0.108866	2
0.057856	346
0.028127	38
0.212132	566
0.024876	12
0.013546	0
0.093505	3
0.043183	42
0.032046	0
0.047338	89
0.192897	30
0.015717	0
0.067166	32
0.023262	3
0.121716	2978
0.191663	422
0.057312	0
0.128432	4
0.097333	47
0.201262	44
0.155113	3
0.079752	31
0.040324	521
0.038999	7
0.023891	4
0.073721	1586
0.105085	85
0.054944	268
0.048113	592
0.202444	1
0.03371	468
0.110727	1
0.022277	17
0.03331	1
0.056543	1
0.017262	0
0.038925	745
0.057928	10
0.083771	925
0.075593	3155
0.018621	10
0.01994	3
0.128624	8
0.081349	14
0.036917	4
0.022893	6
0.018458	6
0.269191	0
0.054393	10
0.199007	0
0.161955	16
0.074307	14
0.064718	539
0.039936	2
0.124568	143
0.57735	54
0.016632	0
0.023338	9
0.019642	3
0.0171	2
0.06506	422
0.041257	15
0.032075	81
0.128765	3
0.025616	26
0.017568	7
0.034632	1
0.025384	12
0.037365	3
0.038104	7
0.118993	4
0.177998	6
0.096424	5
0.041568	33
0.022316	1
0.040365	16
0.132196	270
0.064282	41
0.048381	0
0.115954	1
0.050572	3
0.030482	0
0.048154	149
0.046829	466
0.112687	2809
0.020345	1
0.02314	1
0.032026	157
0.108821	81
0.040689	383
0.147043	3390
0.596285	7
0.022588	18
0.063786	1
0.03849	478
0.034401	255
0.058521	899
0.027576	124
0.099779	1
0.089166	2
0.017277	1
0.160817	22
0.036662	140
0.017062	1
0.075473	10
0.057104	1
0.034752	199
0.047036	576
0.037662	416
0.034948	0
0.018966	9
0.071307	4
0.042305	32
0.072548	3242
0.017609	2
0.021012	18
0.124334	7
0.050718	222
0.055095	0
0.217643	562
0.071007	4
0.038561	3
0.022634	4
0.027077	36
0.06012	10
0.040406	14
0.090045	34
0.05747	2
0.10302	1
0.043284	46
0.037463	7
0.026841	24
0.3	278
0.110581	4
0.01827	1
0.071267	0
0.018738	0
0.036322	0
0.245718	5
0.086315	1
0.119051	127
0.044368	468
0.097445	1
0.014359	1
0.083853	23
0.172774	2
0.052422	0
0.018019	2
0.019881	2
0.057628	0
0.133103	6
0.042117	38
0.039467	1
0.232495	0
0.143019	307
0.188562	23
0.045703	105
0.032225	0
0.06215	1
0.03572	2
0.033879	0
0.062378	34
0.015617	0
0.080036	17
0.021739	1
0.044811	2
0.04625	66
0.049014	89
0.098653	1
0.106336	1
0.059868	26
0.052486	11
0.059339	1469
0.022675	21
0.020989	13
0.034325	2
0.040447	15
0.077254	0
0.158114	9458
0.017316	0
0.13901	0
0.107972	1
0.212238	1
0.048071	0
0.053033	0
0.1575	9
0.03992	5
0.142214	280
0.032108	193
0.078406	1
0.029666	0
0.034986	0
0.058058	1
0.076447	26
0.061754	2
0.059105	243
0.086772	1
0.018858	1
0.047458	625
0.112509	398
0.311086	0
0.114755	5
0.023769	47
0.102767	2
0.086031	1
0.04714	857
0.020779	5
0.050899	10
0.035533	169
0.014494	1
0.019353	2
0.11713	3
0.073019	0
0.075165	69
0.136364	8
0.298142	1688
0.033758	2
0.029569	2
0.114708	2278
0.059655	17
0.062419	3
0.04138	305
0.02178	5
0.048941	70
0.020455	7
0.152499	507
0.101666	0
0.072127	11
0.026279	21
0.077152	1196
0.033041	65
0.026082	41
0.124141	7
0.030806	0
0.362738	3
0.015702	0
0.079057	6029
0.054738	201
0.091766	2339
0.063285	0
0.076923	60
0.160644	5315
0.02002	4
0.387298	163
0.022406	3
0.058099	267
0.048002	4
0.048436	44
0.023363	11
0.056888	6
0.020224	11
0.120096	8
0.018209	1
0.256495	0
0.034075	3
0.224733	0
0.036274	560
0.065233	2756
0.078246	18
0.028645	0
0.29277	224
0.031485	0
0.019035	3
0.071027	0
0.024112	50
0.021874	28
0.46188	21
0.082572	19
0.014784	2
0.024938	11
0.015939	1
0.104542	0
0.086747	0
0.030015	136
0.023973	35
0.090443	0
0.017846	1
0.062348	0
0.016676	0
0.024544	52
0.053116	0
0.033473	1
0.029424	252
0.052796	170
0.033082	0
0.013799	0
0.022733	26
0.036668	1
0.019718	0
0.072442	5
0.063888	1964
0.045382	0
0.079682	836
0.089893	1471
0.021979	27
0.039043	338
0.103108	0
0.018004	1
0.090121	1
0.058666	1
0.183254	38
0.068465	19
0.017891	3
0.034565	0
0.15162	0
0.04489	63
0.075117	8
0.056121	279
0.045004	82
0.018197	3
0.020607	6
0.151729	15
0.081051	28
0.015901	0
0.181631	11
0.031311	280
0.031024	0
0.158735	16
0.033787	155
0.027524	139
0.019346	3
0.101929	2396
0.014072	0
0.028601	1
0.062167	406
0.030486	73
0.261116	24
0.371391	1
0.028083	40
0.07873	0
0.169791	17
0.438529	1
0.069673	50
0.047565	5
0.029948	211
0.206559	30
0.020998	2
0.040283	17
0.044012	131
0.036823	2
0.059895	331
0.165295	0
0.045823	53
0.138842	4
0.142857	362
0.014464	3
0.038669	12
0.019826	2
0.084017	89
0.017188	1
0.017376	1
0.044194	527
0.034606	297
0.324443	0
0.151523	11
0.024693	67
0.080978	1123
0.114992	3
0.022059	13
0.143592	1
0.426401	1
0.036442	0
0.03241	67
0.05007	0
0.104506	1
0.076323	6
0.078784	16
0.035267	155
0.033942	113
0.175412	3646
0.018831	1
0.020961	6
0.12792	218
0.018634	5
0.027141	0
0.119239	0
0.022294	7
0.018396	0
0.037139	344
0.090867	37
0.0219	24
0.114053	2
0.030514	1
0.027864	24
0.042164	31
0.02434	11
0.021105	17
0.0341	417
0.040953	22
0.01715	4
0.047075	67
0.023946	9
0.017264	0
0.031564	0
0.054636	1604
0.064253	3
0.052559	8
0.016407	0
0.045361	2
0.024969	6
0.113389	117
0.04264	685
0.037268	581
0.019104	3
0.038376	0
0.050157	119
0.015831	0
0.031722	0
0.137649	420
0.050125	11
0.020602	1
0.164399	377
0.027511	0
0.073411	6
0.086893	1
0.146385	152
0.167705	321
0.068111	5
0.042983	38
0.052623	1
0.041658	18
0.036244	5
0.016644	2
0.045118	45
0.107288	1
0.017112	0
0.02062	0
0.017528	1
0.172133	3806
0.027682	108
0.04222	4
0.053741	267
0.018288	1
0.043644	733
0.035466	260
0.016222	0
0.027485	0
0.070711	4031
0.100844	59
0.145693	18
0.026919	134
0.164646	9
0.017536	0
0.252982	46
0.050702	4
0.11873	6
0.032427	0
0.035191	1
0.05358	2
0.059702	3
0.057052	1
0.04828	2
0.225374	24
0.099177	66
0.065938	2618
0.084327	0
0.278543	17
0.0265	33
0.014899	0
0.13403	0
0.375	18
0.099449	47
0.296174	1
0.143674	5
0.026398	77
0.020113	1
0.102062	1970
0.400892	39
0.109888	2
0.019612	5
0.079493	0
0.032573	2
0.026463	20
0.34641	405
0.067116	38
0.047782	5
0.123091	296
0.106735	113
0.285714	0
0.032813	0
0.122474	125
0.075713	30
0.4	1026
0.039723	13
0.031009	326
0.039163	247
0.067763	12
0.01843	2
0.04131	0
0.064382	433
0.124515	0
0.279372	35
0.0532	0
0.067082	4
0.043685	470
0.022646	19
0.088235	0
0.195366	0
0.023113	31
0.016021	0
0.069749	5
0.046984	6
0.024907	8
0.023939	52
0.066482	440
0.241121	2
0.07408	7
0.034669	159
0.015671	0
0.139122	148
0.097706	0
0.081832	0
0.016431	0
0.050351	1
0.110432	233
0.091499	56
0.063671	4
0.028228	137
0.16265	0
0.08465	2
0.048868	102
0.076029	64
0.017972	1
0.098639	55
0.110282	63
0.349215	2
0.058387	0
0.04969	1075
0.048365	90
0.086468	1594
0.034179	123
0.04439	48
0.014649	0
0.019726	0
0.020874	18
0.02214	23
0.020815	3
0.038519	0
0.021969	1
0.02849	55
0.09848	5
0.025	47
0.038815	8
0.023544	12
0.173553	1
0.030751	0
0.021398	1
0.040962	329
0.059351	1
0.145521	163
0.032898	120
0.021378	1
0.092748	2022
0.073771	712
0.113137	0
0.084684	34
0.019764	0
0.016784	0
0.053548	227
0.035273	3
0.128154	7
0.01865	3
0.079612	34
0.034789	1
0.087287	1168
0.016609	0
0.056523	19
0.021359	3
0.056745	1
0.08667	1
0.086784	39
0.065859	16
0.084248	0
0.031373	76
0.051048	138
0.039406	243
0.028689	101
0.035852	1
0.088542	1
0.133498	72
0.021848	18
0.030831	85
0.040456	1
0.036576	1
0.056195	2
0.478091	35
0.093567	3
0.263523	1
0.084348	13
0.079195	22
0.038742	17
0.104006	6
0.017817	1
0.128037	358
0.041959	278
0.083984	2
0.184506	31
0.021517	27
0.017366	0
0.237023	0
0.128103	9
0.040614	13
0.074628	0
0.11847	2695
0.022113	12
0.049614	118
0.099228	2
0.019803	17
0.074125	45
0.021492	14
0.023473	87
0.108253	0
0.014801	0
0.039103	3
0.023389	7
0.027789	100
0.036364	1
0.032275	382
0.046575	3
0.082107	40
0.086711	75
0.023538	33
0.131306	447
0.129914	3
0.024325	39
0.0373	3
0.040064	0
0.106149	3385
0.015153	1
0.17178	299
0.060486	2
0.042211	19
0.174371	18
0.038236	176
0.0553	18
0.031497	111
0.052583	0
0.021719	17
0.05	1926
0.088697	1
0.166091	3804
0.02519	9
0.020897	13
0.103819	126
0.083045	4049
0.056682	290
0.028384	1
0.070033	17
0.111494	4
0.028456	112
0.040622	2
0.034922	462
0.155794	0
0.170996	1
0.047741	48
0.058222	1938
0.054133	301
0.017514	0
0.154713	25
0.024008	36
0.06576	453
0.035355	470
0.19245	453
0.070933	789
0.025031	13
0.018519	0
0.253546	284
0.291111	2
0.113822	4
0.018544	2
0.130931	147
0.017946	2
0.079305	71
0.112588	106
0.12088	3
0.108665	2
0.041345	619
0.020391	4
0.016922	0
0.018481	1
0.110657	98
0.017355	0
0.040927	1
0.016884	0
0.025416	12
0.019795	1
0.120605	3870
0.306186	35
0.016961	0
0.030185	0
0.109181	106
0.088852	32
0.023702	47
0.168763	25
0.072739	56
0.298807	0
0.068041	1288
0.019007	0
0.119713	3
0.102262	1
0.220193	31
0.029161	46
0.046499	48
0.033638	0
0.055385	7
0.113796	147
0.028964	36
0.163663	14
0.088302	1
0.108112	98
0.049938	6
0.220863	1
0.042601	2
0.027331	1
0.053537	0
0.015385	0
0.049207	4
0.032902	0
0.035624	147
0.020265	6
0.029111	222
0.100157	3
0.157243	15
0.095588	15
0.016211	1
0.089443	3605
0.075858	0
0.219971	0
0.02965	5
0.25049	43
0.076696	2884
0.084182	49
0.09066	48
0.058421	12
0.046778	15
0.452267	25
0.037496	4
0.07151	5
0.058722	1950
0.046225	347
0.049507	529
0.060796	1
0.172935	15
0.083722	0
0.105021	4
0.068853	0
0.037107	5
0.070491	520
0.023137	6
0.162221	499
0.145865	534
0.080992	0
0.062776	480
0.167132	0
0.062554	6
0.018443	1
0.021129	12
0.042954	3
0.030447	1
0.272166	1
0.017075	1
0.031446	0
0.054718	6
0.146549	4
0.018054	3
0.103626	0
0.042679	2
0.114374	5
0.149592	15
0.069655	5
0.093026	44
0.226455	2
0.051131	110
0.049029	752
0.016287	0
0.108148	0
0.082426	0
0.024001	11
0.024663	7
0.066915	4
0.186501	4985
0.40452	348
0.081923	87
0.057156	0
0.019537	3
0.049462	97
0.074536	4918
0.033059	189
0.092362	68
0.028537	39
0.059821	3
0.021796	18
0.020032	1
0.174667	593
0.017937	0
0.048795	1732
0.024807	57
0.263117	602
0.042448	681
0.147442	480
0.01708	1
0.027896	156
0.04354	30
0.081061	0
0.083406	1468
0.088388	2172
0.020412	10
0.089048	66
0.063443	1
0.048295	74
0.039684	545
0.345033	0
0.022451	13
0.127128	2
0.159223	433
0.040096	1
0.132686	1
0.050556	141
0.03637	165
0.021637	5
0.036484	0
0.067003	0
0.116642	0
0.024077	38
0.033544	1
0.122284	2
0.06868	1148
0.027563	1
0.122398	0
0.021243	2
0.074906	3
0.164845	0
0.039111	12
0.018798	3
0.015992	1
0.043153	2
0.016795	0
0.151911	307
0.302372	66
0.026171	102
0.118125	119
0.061288	1
0.029781	0
0.037596	3
0.023918	12
0.024603	7
0.021953	22
0.12315	6
0.031435	78
0.023803	102
0.029514	43
0.037075	0
0.422577	0
0.026726	94
0.073967	10
0.079333	14
0.024485	14
0.0541	1
0.160357	360
0.156386	15
