cos	nums
0.062746	22
0.039778	281
0.016233	1
0.048564	547
0.056011	531
0.014825	1
0.0548	23
0.265372	2
0.049386	925
0.088083	36
0.051778	3
0.244949	541
0.03315	235
0.03125	109
0.045525	37
0.115045	151
0.042875	458
0.021948	4
0.017747	0
0.456435	3
0.042258	1276
0.047727	5
0.037878	0
0.043811	0
0.19104	0
0.078522	1
0.306786	69
0.022774	7
0.074444	0
0.516398	576
0.017303	2
0.025777	67
0.022383	6
0.021058	7
0.063844	0
0.019733	0
0.098907	56
0.108069	2
0.043033	1176
0.036588	0
0.023212	5
0.054456	1
0.016158	0
0.061028	1
0.017162	5
0.226134	23
0.20795	26
0.139272	6
0.099844	2
0.024784	33
0.094544	1
0.294174	43
0.127827	0
0.031427	1
0.051031	804
0.019499	1
0.11243	2
0.018167	0
0.13838	347
0.054841	202
0.076416	984
0.035806	523
0.029827	66
0.088238	0
0.082824	1
0.018993	26
0.180334	0
0.020016	1
0.025751	16
0.204124	1471
0.093377	0
0.111035	115
0.051299	2621
0.023676	8
0.037113	0
0.206041	9
0.239046	2905
0.061624	4
0.023281	18
0.148047	4
0.080582	88
0.105963	6
0.080241	0
0.016788	1
0.05726	1860
0.046424	566
0.022011	8
0.094632	35
0.019905	0
0.057977	254
0.102463	0
0.022617	19
0.089245	38
0.043592	32
0.104828	284
0.051571	747
0.02176	5
0.110096	1895
0.01349	0
0.022228	4
0.112243	1
0.029814	151
0.025222	12
0.123299	2
0.240966	653
0.019069	3
0.054882	885
0.262613	0
0.095059	2
0.239732	0
0.019657	0
0.060671	0
0.072654	6
0.046932	1
0.145479	1
0.064135	0
0.053168	231
0.031466	215
0.085126	112
0.035007	201
0.234888	34
0.066965	46
0.091526	1
0.069843	2750
0.045083	493
0.051988	1175
0.093386	1
0.04074	7
0.09794	2
0.01849	5
0.053623	0
0.01898	5
0.057522	1
0.176261	16
0.018319	0
0.255377	0
0.043937	1
0.076348	0
0.171341	7
0.017832	0
0.014681	1
0.021801	3
0.051726	198
0.209427	1
0.071554	0
0.050395	119
0.020541	25
0.070908	7
0.029696	0
0.062759	1
0.163956	1
0.037037	0
0.039801	18
0.073084	8
0.035777	1
0.088823	0
0.094868	50
0.018586	1
0.358057	1
0.066299	406
0.020797	1
0.015723	0
0.215353	15
0.059761	3886
0.018245	1
0.070273	508
0.27735	350
0.090466	0
0.142766	5
0.099689	2
0.077331	8
0.017595	2
0.06182	10
0.023669	28
0.032009	96
0.038313	4
0.100631	2990
0.114332	1
0.060193	802
0.02813	1
0.102778	0
0.068825	5
0.028352	37
0.055565	0
0.056245	0
0.076053	0
0.023125	30
0.089642	38
0.05795	0
0.020244	4
0.019192	3
0.043386	27
0.096872	0
0.131559	248
0.106399	131
0.12	102
0.02595	83
0.081499	33
0.131056	16
0.08073	0
0.099075	0
0.038014	195
0.019062	0
0.059584	1
0.13012	2
0.039567	21
0.025565	57
0.044475	0
0.047836	10
0.034975	0
0.104328	6
0.032325	0
0.046625	1945
0.018212	0
0.065543	9
0.085436	116
0.04	459
0.020286	7
0.342997	6
0.017636	0
0.040242	10
0.01544	0
0.666667	1
0.037165	216
0.110883	7
0.035522	2
0.263752	49
0.111111	222
0.116881	0
0.014849	1
0.381385	46
0.035109	6
0.10243	0
0.069375	10
0.018765	22
0.115385	2
0.039014	1
0.029907	0
0.056847	0
0.033389	0
0.019335	3
0.066336	0
0.076547	1
0.077981	24
0.022798	9
0.035863	3
0.043355	368
0.014887	1
0.025238	51
0.03673	3
0.01978	1
0.03408	1
0.026261	63
0.030179	0
0.096077	82
0.067591	3
0.018066	0
0.155417	0
0.542326	1
0.045349	49
0.083689	29
0.015608	1
0.912871	0
0.023033	46
0.091119	3
0.016352	0
0.024884	62
0.210819	2375
0.053838	1808
0.080452	1
0.015948	0
0.068802	496
0.031702	219
0.121466	188
0.036545	2
0.164957	0
0.095755	1
0.028256	0
0.377964	321
0.123738	6
0.024574	5
0.019017	1
0.021262	3
0.178174	2
0.157135	0
0.019703	0
0.017949	0
0.02004	3
0.015827	0
0.043959	20
0.180579	12
0.108536	5
0.078621	0
0.018885	1
0.131024	1
0.102538	4
0.109985	1
0.186989	0
0.024723	10
0.046274	3
0.104685	1951
0.022086	13
0.017889	0
0.220564	220
0.025549	17
0.069862	1
0.047471	77
0.052852	6
0.073274	663
0.018221	1
0.094118	0
0.365148	1513
0.021339	1
0.030429	242
0.620174	0
0.109435	0
0.223607	6968
0.072421	1
0.061285	343
0.028778	2
0.059293	4
0.156652	0
0.023344	40
0.060609	1
0.015303	0
0.030861	223
0.06742	4915
0.014793	1
0.056254	1123
0.424264	380
0.367607	0
0.063815	4
0.112987	70
0.021497	3
0.036961	186
0.017961	2
0.283981	2
0.246598	16
0.026216	73
0.01799	0
0.017761	2
0.033729	0
0.320256	1
0.076948	21
0.02006	9
0.027951	200
0.026387	1
0.017013	0
0.028262	29
0.079872	0
0.035028	312
0.191273	0
0.046524	2
0.018715	2
0.051112	0
0.227921	0
0.730297	12
0.056146	0
0.032951	1
0.039073	468
0.072932	1862
0.130189	411
0.080648	1145
0.027277	45
0.034001	377
0.045291	59
0.170251	0
0.109476	3
0.046562	58
0.101827	0
0.038292	1
0.022542	12
0.054056	0
0.16641	245
0.049237	83
0.054034	194
0.126745	2
0.109691	3
0.03434	149
0.018048	2
0.230089	678
0.021176	3
0.084895	1354
0.095106	65
0.019745	2
0.041523	894
0.01676	0
0.046738	0
0.019404	4
0.257248	38
0.07785	3141
0.033264	0
0.055517	2
0.039559	1
0.037242	0
0.111456	1
0.029361	326
0.048892	0
0.096309	0
0.017756	0
0.022473	83
0.102003	45
0.096589	1
0.162698	271
0.024913	1
0.032338	0
0.027156	30
0.018393	9
0.094281	1353
0.065795	37
0.106525	1
0.019245	12
0.033928	3
0.095831	43
0.030307	2
0.061869	607
0.085714	22
0.017434	1
0.075	13
0.0411	290
0.126809	3
0.046127	1036
0.249136	358
0.017525	0
0.090236	0
0.024754	11
0.100447	1
0.082903	0
0.072075	631
0.018107	2
0.028217	33
0.016976	1
0.074953	57
0.015811	0
0.05912	6
0.353553	413
0.016927	0
0.030657	128
0.027929	1
0.121967	134
0.055815	15
0.547723	120
0.030066	1
0.063119	51
0.014441	0
0.040161	859
0.050965	1795
0.026329	1
0.094597	2
0.100125	0
0.024398	42
0.29361	1
0.017408	0
0.08123	2
0.11722	229
0.02414	8
0.109068	2
0.026444	54
0.173749	13
0.015694	1
0.137199	6
0.019901	7
0.216169	1
0.017487	0
0.014479	0
0.043083	82
0.024633	9
0.066421	11
0.078903	1
0.215666	1
0.255551	24
0.260931	61
0.041478	20
0.044119	29
0.056294	1
0.137038	0
0.022822	51
0.132583	3
0.018818	0
0.024042	22
0.049752	515
0.232889	33
0.392232	3
0.022428	12
0.068394	0
0.014517	1
0.107676	2048
0.052981	177
0.053452	1702
0.029409	1
0.029894	0
0.029748	165
0.240772	1
0.045502	10
0.033408	130
0.030934	180
0.177332	0
0.035438	2
0.156293	24
0.076249	1985
0.016169	1
0.039314	0
0.014752	0
0.265165	25
0.094491	2004
0.056569	237
0.04461	41
0.026126	70
0.073324	65
0.091713	42
0.015952	0
0.075324	789
0.058596	334
0.019507	0
0.070057	592
0.150946	446
0.033962	0
0.109599	0
0.062084	1
0.028172	170
0.150329	1
0.101535	143
0.032296	0
0.106332	8
0.126211	163
0.044335	55
0.114624	95
0.098268	0
0.197546	28
0.095618	0
0.027778	40
0.082479	81
0.037932	367
0.021678	4
0.018554	1
0.053882	0
0.014199	1
0.75	0
0.051232	5
0.024425	0
0.214176	0
0.084116	1
0.099015	156
0.053	756
0.0178	2
0.04899	0
0.019593	4
0.105279	2
0.032682	1
0.056232	235
0.028513	131
0.024618	72
0.068843	45
0.015851	0
0.094679	2
0.034943	3
0.014434	1
0.175682	1
0.035136	223
0.081954	26
0.034249	2
0.16538	6
0.039762	7
0.083462	0
0.060718	342
0.082761	67
0.119737	1
0.038962	14
0.053262	252
0.6	59
0.020966	3
0.058346	326
0.070554	1
0.030557	1
0.041451	3
0.044108	0
0.033662	0
0.136505	0
0.033501	0
0.025649	73
0.116423	6
0.129777	4
0.033195	1
0.06725	26
0.057073	11
0.092848	1751
0.048737	4
0.169638	1
0.058948	0
0.019784	4
0.043437	656
0.01451	0
0.068904	0
0.025482	77
0.042934	37
0.018173	2
0.049862	0
0.125196	0
0.09759	4757
0.063628	29
0.045233	42
0.105045	1
0.109399	3
0.210352	1
0.074023	589
0.084234	1
0.894427	0
0.026316	29
0.056456	287
0.229039	23
0.016988	1
0.03432	0
0.290191	43
0.241209	58
0.049844	104
0.051949	1
0.023088	14
0.015542	0
0.165647	17
0.119952	0
0.043396	4
0.018666	1
0.017803	1
0.020211	2
0.02501	0
0.126176	3
0.056614	858
0.073367	0
0.058824	18
0.022792	22
0.020178	2
0.116692	6
0.0406	0
0.033357	2
0.043478	2
0.035002	1
0.055793	358
0.017025	0
0.030643	199
0.05595	0
0.089964	5
0.027179	0
0.071497	1
0.069213	806
0.081992	1446
0.118678	372
0.099558	1
0.193649	383
0.022338	5
0.024581	48
0.029699	4
0.030661	1
0.057896	0
0.072452	0
0.021272	11
0.316228	3749
0.077563	0
0.19518	3339
0.037372	249
0.041126	22
0.041922	0
0.231455	27
0.018233	4
0.040522	1
0.1	7176
0.205847	0
0.038001	1
0.016855	1
0.090582	0
0.106066	82
0.064889	443
0.018125	0
0.04103	0
0.326164	2
0.267261	385
0.074744	53
0.064216	381
0.047619	8
0.022869	5
0.051469	131
0.024225	6
0.152057	0
0.152894	231
0.016586	1
0.152277	13
0.018557	3
0.101015	145
0.044455	1
0.080466	31
0.042024	21
0.151446	0
0.045549	1
0.03783	7
0.086173	4
0.288675	707
0.03518	131
0.084819	93
0.03253	275
0.027116	172
0.041416	0
0.086966	34
0.047538	52
0.019052	8
0.157027	288
0.029377	0
0.032141	99
0.209657	0
0.042352	36
0.096674	189
0.180907	590
0.022076	10
0.121435	0
0.041849	0
0.021035	16
0.038706	7
0.061174	0
0.044947	761
0.098058	1696
0.016458	1
0.028355	1
0.021467	9
0.05164	1291
0.229416	618
0.014776	1
0.017612	0
0.038662	2
0.061721	277
0.027821	29
0.040555	422
0.069282	11
0.031863	213
0.04091	16
0.018042	0
0.092582	49
0.095346	4993
0.09811	66
0.053149	6
0.078567	64
0.165521	1
0.123443	3
0.790569	0
0.045739	1
0.066585	8
0.061689	2
0.02344	80
0.024507	44
0.039746	2
0.018474	1
0.035072	1
0.035875	1
0.065465	5
0.032747	0
0.037562	6
0.027566	26
0.357771	29
0.071107	11
0.016054	0
0.190693	4289
0.017493	2
0.02052	14
0.075761	2
0.389249	1
0.023729	4
0.022763	30
0.090618	3
0.031404	0
0.038851	17
0.149071	5671
0.161749	22
0.057354	1064
0.358569	436
0.02069	4
0.030083	125
0.040698	10
0.092803	40
0.321288	67
0.026029	26
0.038576	222
0.07259	0
0.075354	1
0.069636	1
0.066503	6
0.032129	0
0.018848	1
0.273179	0
0.019444	4
0.077615	110
0.024218	28
0.018257	1
0.092623	0
0.060048	0
0.113776	1
0.065622	2
0.027441	43
0.240192	40
0.170561	19
0.111154	2
0.23094	3535
0.056097	1
0.022917	13
0.051709	5
0.054473	17
0.120331	3
0.039881	10
0.20739	2
0.140981	6
0.015741	0
0.016148	0
0.022445	52
0.018113	1
0.052705	2311
0.031068	70
0.066815	1737
0.130744	0
0.083117	1
0.048224	1129
0.018185	3
0.06919	6
0.107366	0
0.021657	8
0.034478	0
0.021577	2
0.150756	1941
0.048853	9
0.090289	0
0.103757	2
0.035245	222
0.076151	1
0.036454	1
0.026537	102
0.013521	0
0.082339	1062
0.03092	0
0.035578	397
0.21693	2693
0.06003	252
0.023603	32
0.035692	379
0.040489	514
0.020672	8
0.189832	0
0.049088	1086
0.087706	3729
0.028913	3
0.038526	0
0.020278	5
0.148556	7
0.143444	1
0.021301	4
0.057831	19
0.032739	2
0.084667	1
0.179605	645
0.097642	0
0.062897	6
0.024961	55
0.07875	934
0.032478	108
0.039436	1
0.026575	26
0.068734	4
0.062622	2026
0.047977	0
0.049875	7
0.507093	165
0.6742	1
0.159364	4
0.051678	1
0.107075	64
0.075094	0
0.020378	3
0.018122	2
0.067217	0
0.036008	1
0.037987	2
0.111369	3
0.063387	1
0.098295	2
0.017733	2
0.016891	1
0.072169	1555
0.126491	2640
0.056393	0
0.019331	1
0.058926	1127
0.032969	337
0.125988	350
0.045944	72
0.04053	15
0.087519	44
0.017926	0
0.038419	6
0.018814	1
0.173205	311
0.031369	0
0.08978	1
0.035411	2
0.2	6035
0.082447	1
0.020655	2
0.139686	3114
0.056433	12
0.036394	353
0.01403	0
0.025863	67
0.033127	1
0.031802	0
0.036214	2
0.044777	111
0.070613	5
0.096449	2372
0.083588	0
0.018778	8
0.055216	680
0.30429	0
0.074193	4
0.04845	12
0.142134	2
0.041065	0
0.037763	3
0.13484	7326
0.027318	116
0.034658	0
0.01433	0
0.027815	0
0.033615	280
0.023156	23
0.044227	33
0.028341	150
0.046374	1278
0.119257	2
0.064416	23
0.025449	12
0.093477	50
0.259938	2
0.015982	1
0.053709	1
0.043335	27
0.069171	41
0.056166	11
0.120972	190
0.016667	2
0.023492	7
0.603023	0
0.045596	1
0.103882	1
0.066749	4
0.066018	5
0.079724	0
0.088045	109
0.021542	19
0.019371	1
0.076571	15
0.048085	68
0.071157	693
0.059235	2160
0.275241	1
0.019481	3
0.092494	0
0.015048	0
0.08171	0
0.057907	0
0.043727	1
0.23355	300
0.045222	5
0.189737	546
0.08589	29
0.181369	0
0.062932	284
0.017869	3
0.067729	36
0.028061	127
0.065079	4
0.026803	31
0.026619	0
0.049568	7
0.027204	0
0.018063	1
0.060241	7
0.072868	10
0.034879	1
0.027629	123
0.049538	119
0.034376	0
0.039904	288
0.08269	916
0.015467	0
0.051554	140
0.032509	0
0.015802	0
0.087601	0
0.184115	0
0.095893	2101
0.021567	13
0.022565	13
0.123718	4
0.153093	19
0.087333	42
0.065583	371
0.474342	177
0.041776	2
0.017461	0
0.01717	1
0.458831	2
0.069043	1
0.02381	7
0.056898	0
0.018282	5
0.032547	105
0.215166	1
0.14199	0
0.282843	2372
0.070809	11
0.084515	6558
0.06482	25
0.019462	7
0.125245	3216
0.034259	141
0.094916	174
0.038462	192
0.018748	0
0.075834	21
0.047298	6
0.213809	27
0.097301	0
0.039284	183
0.043133	60
0.040723	2
0.067884	28
0.06247	307
0.086387	133
0.067267	30
0.038895	1
0.193167	0
0.333333	263
0.167542	24
0.078446	836
0.235702	330
0.022881	49
0.077203	15
0.090909	149
0.053916	860
0.274721	0
0.019317	2
0.044856	2
0.021167	2
0.113592	2559
0.060363	1
0.074421	8
0.074278	774
0.206725	0
0.383482	2
0.084991	2
0.024515	17
0.063564	517
0.041931	16
0.032703	208
0.018647	1
0.019567	0
0.018242	0
0.0438	65
0.016772	1
0.061142	355
0.036014	2
0.063175	7
0.022704	28
0.755929	0
0.018725	0
0.040572	14
0.068599	460
0.041039	10
0.03832	2
0.089353	0
0.0343	235
0.016418	0
0.20702	396
0.061575	398
0.088736	117
0.057417	0
0.109272	2966
0.123466	0
0.128506	122
0.127775	2755
0.052414	905
0.034139	0
0.144639	1
0.0274	37
0.119523	6589
0.018602	0
0.485071	1
0.150117	14
0.090722	1
0.039193	3
0.072675	1
0.018294	2
0.114258	0
0.057001	0
0.140028	376
0.048579	65
0.279751	618
0.104151	3
0.125877	6
0.476731	0
0.024197	1
0.131519	6
0.040893	1
0.344124	32
0.052613	153
0.018405	2
0.089555	3
0.092319	0
0.182574	6497
0.026243	17
0.183533	29
0.057208	0
0.040258	0
0.707107	1
0.046945	77
0.024361	30
0.015859	0
0.042405	1
0.056705	20
0.140952	0
0.11523	0
0.044666	71
0.034586	167
0.030317	81
0.016648	0
0.019984	1
0.02253	20
0.021205	1
0.120483	112
0.031682	0
0.145575	3
0.33541	351
0.023466	13
0.05748	1
0.052066	0
0.12946	0
0.845154	0
0.032466	2
0.117444	2984
0.047809	72
0.025555	0
0.069886	0
0.021636	0
0.116941	1
0.029504	0
0.062017	3548
0.034174	7
0.185058	0
0.034224	1
0.035663	2
0.030373	57
0.067806	484
0.058849	420
0.032616	318
0.019231	4
0.015206	0
0.019649	1
0.038152	0
0.06111	1
0.042835	724
0.097157	3
0.213201	563
0.071383	684
0.084853	28
0.091971	4
0.471405	1
0.170941	10
0.021477	7
0.198762	12
0.014841	0
0.038125	207
0.073193	6
0.127515	0
0.093865	0
0.066259	3
0.057682	0
0.018531	0
0.02616	0
0.035979	5
0.052382	0
0.118585	105
0.064927	7
0.018227	1
0.023039	11
0.027482	33
0.098029	0
0.015321	0
0.034483	0
0.080178	25
0.050782	0
0.062318	439
0.034503	411
0.017689	0
0.042718	417
0.028677	52
0.067229	651
0.06531	5
0.042371	2
0.131876	3980
0.051832	0
0.037966	3
0.044544	353
0.220326	2
0.051215	166
0.816497	0
0.020924	5
0.030744	0
0.048679	21
0.046029	505
0.058471	308
0.093968	0
0.082076	0
0.025607	63
0.03959	1
0.055757	1
0.301511	374
0.040226	0
0.100504	191
0.020739	8
0.081801	13
0.018522	1
0.048015	92
0.416025	18
0.025278	66
0.078648	24
0.052926	10
0.023837	43
0.14415	9
0.131165	3
0.071429	1119
0.146059	8
0.089087	96
0.09375	2
0.051098	9
0.038633	494
0.0848	0
0.065512	23
0.057448	33
0.050709	0
0.363803	18
0.022417	31
0.026426	16
0.036637	451
0.8	4
0.029934	57
0.058498	1
0.125553	4
0.1849	2
0.078326	82
0.064018	1179
0.021224	16
0.135526	202
0.075378	1750
0.067612	587
0.075059	714
0.025683	19
0.016319	0
0.024056	10
0.045932	6
0.046188	104
0.014192	1
0.160128	530
0.019263	2
0.040656	636
0.054956	1
0.151099	0
0.192055	16
0.202548	20
0.338062	2636
0.171499	433
0.116335	61
0.09267	3
0.079809	57
0.051917	1
0.029775	62
0.08737	152
0.032317	1
0.019227	2
0.027017	100
0.143839	296
0.097078	69
0.025524	68
0.073472	1
0.103452	3
0.047272	52
0.038278	12
0.049814	1
0.035218	0
0.051367	5
0.1016	1
0.019146	0
0.052129	954
0.041978	21
0.015171	1
0.036564	167
0.016964	0
0.103975	2486
0.042914	3
0.087039	1294
0.02055	0
0.53936	33
0.045061	37
0.016575	0
0.01525	0
0.045175	613
0.072336	9
0.065003	6
0.085367	40
0.433013	6
0.027608	23
0.028006	137
0.051525	1
0.02837	1
0.014861	0
0.127	311
0.123508	165
0.025994	86
0.020743	2
0.077589	35
0.044305	1
0.017691	4
0.040129	2
0.030715	267
0.015911	0
0.05994	1
0.020628	15
0.024183	30
0.08	854
0.034895	0
0.066372	46
0.02926	58
0.107833	285
0.173032	1
0.097736	1
0.064106	3
0.068519	43
0.035944	2
0.021152	12
0.085023	19
0.109764	285
0.086367	1
0.042705	0
0.204598	566
0.145095	3917
0.049147	8
0.059028	19
0.09673	0
0.021369	9
0.035669	0
0.038433	1
0.044555	49
0.141069	0
0.014744	0
0.155963	434
0.025854	9
0.083366	39
0.02098	5
0.086244	35
0.029298	143
0.112194	144
0.053666	0
0.038035	5
0.045408	775
0.019288	1
0.018912	0
0.090784	0
0.083205	40
0.014086	1
0.030916	1
0.041301	24
0.020311	1
0.022966	9
0.05698	990
0.028116	154
0.017547	1
0.016341	0
0.039413	10
0.082199	1558
0.069338	1352
0.129532	0
0.154533	15
0.07698	1035
0.052502	0
0.047088	2
0.045763	175
0.147542	5
0.030359	174
0.043113	2
0.097435	2
0.283473	14
0.01714	0
0.049447	10
0.029173	134
0.116052	1
0.060999	450
0.079388	0
0.033952	0
0.022054	6
0.410391	35
0.038749	3
0.034442	1
0.037424	1
0.185496	9
0.032208	94
0.016867	0
0.227185	33
0.089324	4
0.099535	0
0.102299	58
0.248452	0
0.068399	498
0.055153	299
0.018356	0
0.019477	0
0.034452	0
0.372104	267
0.080757	40
0.052271	10
0.013928	0
0.187867	432
0.024922	45
0.070888	66
0.058621	19
0.015782	0
0.06006	0
0.645497	0
0.021698	11
0.037696	10
0.196116	492
0.089843	39
0.029412	44
0.147844	2
0.017239	0
0.017447	0
0.018983	4
0.036096	2
0.077557	930
0.070225	7
0.024456	4
0.040121	19
0.033855	2
0.038243	5
0.052543	2
0.019968	0
0.10554	1
0.095443	3
0.254	1
0.03625	0
0.067505	2
0.038778	610
0.06634	3
0.093891	2
0.071982	31
0.029251	1
0.027254	1
0.038384	9
0.051383	153
0.042993	0
0.147799	7
0.093633	1
0.015871	0
0.063529	8
0.117851	1474
0.022168	21
0.023649	4
0.03719	0
0.286446	51
0.095783	142
0.018915	0
0.01759	0
0.017917	1
0.039337	3
0.067937	6
0.039451	7
0.187523	21
0.029488	199
0.021281	5
0.017201	0
0.023063	48
0.036298	0
0.527046	1
0.041885	558
0.02582	68
0.119334	8
0.135804	9
0.186339	1
0.023623	11
0.112115	3
0.07472	0
0.153897	197
0.059976	34
0.055234	0
0.064851	4
0.020395	1
0.066998	4
0.037043	7
0.048723	60
0.042033	1
0.40161	5
0.025078	46
0.072023	13
0.032595	0
0.063105	2
0.116248	309
0.117363	0
0.074813	0
0.07581	37
0.054433	179
0.041595	2
0.018751	3
0.045314	2
0.251577	2
0.195283	34
0.138086	10
0.281718	0
0.069098	9
0.041135	2
0.083992	0
0.133631	1910
0.101764	2
0.11547	5658
0.08295	0
0.027842	99
0.07892	14
0.23694	15
0.077719	17
0.028615	0
0.039606	11
0.057378	372
0.132964	2
0.039528	870
0.027359	24
0.132236	6
0.042689	23
0.091003	3
0.054339	0
0.06455	3847
0.025351	13
0.037503	1
0.017789	0
0.096028	2
0.030729	1
0.01744	0
0.055728	10
0.043853	1115
0.03435	3
0.04865	58
0.095077	1
0.433861	28
0.058113	4
0.02905	176
0.031814	97
0.359211	0
0.039375	519
0.030802	0
0.076747	0
0.090453	32
0.0354	0
0.125436	15
0.3371	0
0.09525	2
0.072232	19
0.087186	0
0.033686	1
0.076472	72
0.031686	63
0.020637	0
0.147264	321
0.063725	375
0.113364	1
0.022972	28
0.146647	1
0.03326	124
0.050035	0
0.112747	0
0.04184	27
0.053376	6
0.14501	6
0.038208	497
0.332182	39
0.133235	0
0.214286	24
0.018608	0
0.044444	115
0.01803	0
0.041794	14
0.107058	0
0.061951	1
0.015101	1
0.015076	0
0.065094	1633
0.203069	0
0.052144	1
0.04008	26
0.189661	0
0.140114	3
0.093704	22
0.199205	2
0.042796	4
0.129969	0
0.054534	158
0.020585	3
0.024369	9
0.017623	2
0.12958	8
0.105777	0
0.017555	2
0.06178	21
0.031762	0
0.022611	3
0.032791	255
0.015841	0
0.085194	43
0.028928	144
0.020307	1
0.079894	17
0.060921	1
0.021017	1
0.107763	122
0.565685	25
0.063316	1
0.046816	103
0.105227	0
0.057027	206
0.180702	16
0.082729	28
0.017678	2
0.237171	490
0.3849	1
0.106871	1
0.068288	6
0.017395	4
0.028298	1
0.061663	41
0.039299	7
0.076077	13
0.091574	0
0.031235	173
0.219265	0
0.104257	2291
0.036084	158
0.085671	1321
0.044324	1
0.020464	4
0.016819	0
0.15861	0
0.087932	1
0.042496	33
0.035892	3
0.056796	1626
0.025286	11
0.03996	12
0.019873	1
0.018033	1
0.141865	8
0.030571	200
0.019389	12
0.040782	16
0.067574	56
0.082887	14
0.052432	139
0.10351	64
0.340997	4
0.019	1
0.047246	690
0.026207	23
0.045455	467
0.101274	2158
0.018365	5
0.035093	140
0.035635	1
0.094943	0
0.069938	7
0.022942	30
0.019936	0
0.028989	129
0.612372	6
0.070014	1516
0.048337	711
0.021843	6
0.050443	6
0.104765	66
0.08561	0
0.172062	7
0.091287	6199
0.073743	29
0.050767	499
0.020129	3
0.094165	61
0.018804	33
0.071207	14
0.043315	1
0.057615	248
0.156893	15
0.054965	26
0.597614	2
0.075955	11
0.050508	487
0.01709	1
0.078379	12
0.049162	102
0.100887	1
0.062137	18
0.022389	19
0.026631	99
0.077876	0
0.08064	1
0.134231	0
0.019555	6
0.092998	2
0.134459	2
0.0305	206
0.055685	385
0.053683	8
0.100673	5
0.030411	1
0.017744	2
0.089803	2369
0.051434	6
0.016621	1
0.064051	476
0.037898	5
0.01857	2
0.047673	1758
0.031159	214
0.05567	0
0.03872	1
0.028724	48
0.023187	57
0.169842	15
0.021884	2
0.015867	1
0.022033	30
0.185695	470
0.024311	6
0.050252	557
0.018182	3
0.052745	0
0.219529	0
0.032947	1
0.021442	12
0.149487	1
0.023756	4
0.042145	1
0.104447	53
0.027995	44
0.053795	0
0.032756	103
0.018411	1
0.040825	941
0.143684	14
0.014949	0
0.020717	6
0.020851	9
0.02177	15
0.033806	293
0.023094	34
0.195698	566
0.020328	12
0.085592	1
0.169031	7401
0.018595	4
0.054818	0
0.096031	2
0.039653	292
0.074261	0
0.071611	2946
0.037689	238
0.0508	105
0.103203	60
0.148159	325
0.021905	4
0.084215	88
0.021457	2
0.210042	19
0.02325	15
0.112911	2
0.018881	0
0.030457	0
0.091863	0
0.0635	1161
0.020101	16
0.020228	0
0.29173	0
0.130066	2
0.159901	10
0.069254	0
0.065388	5
0.019707	1
0.033186	132
0.03595	2
0.084141	1376
0.133333	3113
0.093761	2247
0.0762	10
0.019822	12
0.065372	18
0.028444	38
0.101419	70
0.046312	52
0.017932	0
0.045129	2
0.019433	0
0.031083	160
0.090933	2
0.095482	1
0.100901	4
0.042563	322
0.017719	3
0.014471	0
0.030096	82
0.191741	1
0.069505	49
0.087894	34
0.208514	627
0.041667	316
0.018273	0
0.087391	1
0.092155	1
0.135225	2
0.186052	183
0.166667	1309
0.294086	14
0.035444	191
0.017226	2
0.0212	11
0.253185	1
0.052253	151
0.129701	178
0.035055	3
0.020806	4
0.058778	0
0.064179	4
0.036037	351
0.046689	56
0.373002	35
0.059177	0
0.032191	239
0.022852	33
0.018538	0
0.017213	1
0.017381	0
0.32969	3
0.013327	0
0.036424	2
0.018149	3
0.129099	8400
0.075235	9
0.01435	1
0.083527	56
0.078113	28
0.227038	0
0.029988	42
0.025724	0
0.015314	0
0.017874	1
0.17609	2
0.046474	1
0.07231	674
0.060634	1263
0.016462	0
0.022785	1
0.019087	2
0.119098	0
0.022496	12
0.098374	46
0.041996	1
0.079368	1134
0.050882	140
0.055989	21
0.041703	559
0.06449	0
0.05376	7
0.044257	3
0.01916	0
0.025959	14
0.225018	0
0.066118	523
0.24544	1
0.035601	0
0.037333	1
0.063743	3
0.086977	0
0.062257	28
0.058168	1
0.166812	22
0.017175	0
0.044237	4
0.089482	0
0.041434	16
0.043489	50
0.234082	0
0.025318	110
0.036854	3
0.073632	38
0.161515	126
0.276026	30
0.02092	15
0.017368	0
0.060746	21
0.107143	0
0.027217	78
0.053529	9
0.024028	5
0.101112	1
0.125656	160
0.033864	130
0.234404	0
0.020097	0
0.058554	0
0.065407	495
0.014858	0
0.033426	201
0.312348	0
0.037629	2
0.036304	1
0.043274	1
0.016396	0
0.080408	0
0.129437	5
0.100951	1
0.024815	11
0.066667	2860
0.064401	9
0.016201	0
0.139876	142
0.116073	7
0.218218	459
0.047193	2
0.144673	304
0.017137	0
0.030272	0
0.044412	2
0.06689	1
0.042486	1
0.102937	1
0.079134	1
0.108465	5264
0.022162	0
0.036792	3
0.016748	0
0.030324	0
0.032487	0
0.014502	0
0.01998	2
0.031544	176
0.046727	5
0.037398	408
0.038837	2
0.086306	1
0.024656	59
0.016473	0
0.11767	168
0.025359	70
0.043748	42
0.034381	0
0.021822	17
0.015136	0
0.028307	46
0.018791	7
0.019202	9
0.098473	0
0.016552	1
0.072357	60
0.03469	2
0.080845	85
0.01702	0
0.108625	2
0.036185	2
0.025906	143
0.028748	114
0.093934	48
0.019281	5
0.04701	86
0.157329	0
0.019749	0
0.043906	70
0.026956	0
0.025717	18
0.088131	1902
0.055556	755
0.093659	130
